species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule	vmr_uid
Seahorsevirus seahorse	E		MN512538.1	NULL	Complete genome			NULL	Vibrio phage Seahorse	NULL	NULL	1	202214950	bacteria	dsDNA	12779
Enfavirus NF	E		MN812722.2	NULL	Complete genome			NULL	Vibrio phage NF	NULL	NULL	1	202214951	bacteria	dsDNA	12780
Tieomvirus BT1011	E		MW009675.1	NULL	Complete genome			NULL	Vibrio phage vB_VpP_BT-1011	NULL	NULL	1	202214952	bacteria	dsDNA	12781
Kumottavirus kumotta	E		MK977703.1	NULL	Complete genome			NULL	Arthrobacter phage Kumotta	NULL	NULL	1	202214956	bacteria	dsDNA	12782
Kumottavirus margaretkali	E		MH450123.1	NULL	Complete genome			NULL	Arthrobacter phage MargaretKali	NULL	NULL	1	202214957	bacteria	dsDNA	12783
Sargevirus sarge	E		OK040780.1	NULL	Complete genome			NULL	Arthrobacter phage Sarge	NULL	NULL	1	202214958	bacteria	dsDNA	12784
Shoyavirus shoya	E		MN908684.1	NULL	Complete genome			NULL	Arthrobacter phage Shoya	NULL	NULL	1	202214959	bacteria	dsDNA	12785
Onyinyevirus onyinye	E		MN813687.1	NULL	Complete genome			NULL	Mycobacterium phage Onyinye	NULL	NULL	1	202214963	bacteria	dsDNA	12786
Adaiavirus adaia	E		MH834594.1	NULL	Complete genome			NULL	Arthrobacter phage Adaia	NULL	NULL	1	202214964	bacteria	dsDNA	12787
Atraxavirus atraxa	E		MH834597.1	NULL	Complete genome			NULL	Arthrobacter phage Atraxa	NULL	NULL	1	202214965	bacteria	dsDNA	12788
Godonkavirus phendrix	E		MN096369.1	NULL	Complete genome			NULL	Gordonia phage Phendrix	NULL	NULL	1	202214969	bacteria	dsDNA	12789
Forzavirus forza	E		MK814760.1	NULL	Complete genome			NULL	Gordonia phage Forza	NULL	NULL	1	202214970	bacteria	dsDNA	12790
Sixamavirus sixama	E		MN484601.1	NULL	Complete genome			NULL	Gordonia phage Sixama	NULL	NULL	1	202214971	bacteria	dsDNA	12791
Puahadnavirus inbhir	E		OM154948	NULL	Complete genome			NULL	Avonheates virus SG_146	AvVSG_146	NULL	1	202215000	marine (S)	ssDNA(+/-)	12810
Puahadnavirus kaisui	E		OM154950	NULL	Complete genome			NULL	Avonheates virus SG_479	AvVSG_479	NULL	1	202215001	marine (S)	ssDNA(+/-)	12811
Puahadnavirus takutai	E		OM154945	NULL	Complete genome			NULL	Avonheates virus SG_28	AvVSG_28	NULL	1	202215002	marine (S)	ssDNA(+/-)	12812
Seawadnavirus avonheat	E		OM154943	NULL	Complete genome			NULL	Avonheates virus SG_924	AvVSG_924	NULL	1	202215003	marine (S)	ssDNA(+/-)	12813
Seawadnavirus katao	E		OM154947	NULL	Complete genome			NULL	Avonheates virus SG_120	AvVSG_120	NULL	1	202215004	marine (S)	ssDNA(+/-)	12814
Botoulivirus iotabotrytidis	E		OK634395; UJT32090	NULL	Complete coding genome			NULL	Botrytis cinerea botoulivirus 18	BcBoV18	NULL	1	202215005	fungi	ssRNA(+)	12815
Botoulivirus kappabotrytidis	E		OK634396; UJT32091	NULL	Complete coding genome			NULL	Botrytis cinerea botoulivirus 19	BcBoV19	NULL	1	202215006	fungi	ssRNA(+)	12816
Botoulivirus alphapestalotiopsis	E		MW017457; QTH80197	NULL	Complete coding genome			NULL	Pestalotiopsis botourmiavirus 3	PBV-3	NULL	1	202215007	fungi	ssRNA(+)	12817
Magoulivirus alphaoryzae	E	YC81-2	MW117114; QPF16726	NULL	Complete coding genome			NULL	Magnaporthe oryzae botourmiavirus 2	MoBV2	NULL	1	202215008	fungi	ssRNA(+)	12818
Magoulivirus alphaoxyspori	E	HuN8	MT551010; QPO14979	NULL	Complete coding genome			NULL	Fusarium oxysporum ourmia-like virus 1	FoOuLV1	NULL	1	202215009	fungi	ssRNA(+)	12819
Magoulivirus alphamellea	E	CMW3973	MW423803; QUD20356	NULL	Complete coding genome			NULL	Armillaria mellea ourmia-like virus 2	AmOlV2	NULL	1	202215010	fungi	ssRNA(+)	12820
Magoulivirus alphaheterobasidion	E	RKU3.2.124	MZ502383; UHK02571	NULL	Complete coding genome			NULL	Heterobasidion ourmia-like virus 1	HetOlV1	NULL	1	202215011	fungi	ssRNA(+)	12821
Magoulivirus alphaodothidea	E	PGMJ17	MK189195; QED22728	NULL	Complete coding genome			NULL	Botryosphaeria dothidea Ourmia-like virus 1	BdOLV1	NULL	1	202215012	fungi	ssRNA(+)	12822
Scleroulivirus alphapestalotiopsis	E		MW017456; QTH80196	NULL	Complete coding genome			NULL	Pestalotiopsis botourmiavirus 2	PBV-2	NULL	1	202215013	fungi	ssRNA(+)	12823
Scleroulivirus alphaoryzae	E	SH05	MT995746; UIX55986	NULL	Complete coding genome			NULL	Magnaporthe oryzae botourmiavirus 9	MoBV9	NULL	1	202215014	fungi	ssRNA(+)	12824
Gammascleroulivirus alphaoryzae	E		MN971591; QLJ94430	NULL	Complete coding genome			NULL	Magnaporthe oryzae botourmiavirus 6	MBOV6	NULL	1	202215015	fungi	ssRNA(+)	12825
Epsilonscleroulivirus alphaoryzae	E		MN971592; QLJ94431	NULL	Complete coding genome			NULL	Magnaporthe oryzae botourmiavirus 7	MBOV7	NULL	1	202215016	fungi	ssRNA(+)	12826
Penoulivirus alphaoryzae	E		MN648455; QLJ94076	NULL	Complete coding genome			NULL	Magnaporthe oryzae botourmiavirus 5	MBOV5	NULL	1	202215017	fungi	ssRNA(+)	12827
Penoulivirus alphaerysiphe	E	RDPM33	OL890646; UQG53871	NULL	Complete coding genome			NULL	Erysiphe necator associated ourmia-like virus 21	EnaOLV21	NULL	1	202215018	fungi	ssRNA(+)	12828
Betarhizoulivirus alphamellea	E	CMW50256	MW423802; QUD20355	NULL	Complete coding genome			NULL	Armillaria mellea ourmia-like virus 1	AmOlV1	NULL	1	202215019	fungi	ssRNA(+)	12829
Heliosvirus raunefjordenense	E	01B	MT663534	NULL	Complete genome			NULL	Pyramimonas orientalis virus 01B	POV-01B	NULL	1	202215039	algae	dsDNA	12830
Oceanusvirus kaneohense	E		KY322437	NULL	Complete genome			NULL	Tetraselmis virus 1	TV1	NULL	1	202215040	algae	dsDNA	12831
Tethysvirus hollandense	E	16T	KC662249	NC_021312	Complete genome			NULL	Phaeocystis globosa virus PgV-16T	PgV	NULL	1	202215041	algae	dsDNA	12832
Tethysvirus ontarioense	E	BQ2	MH918795	NULL	Complete genome			NULL	Chrysochromulina parva virus BQ2	CpV	NULL	1	202215042	algae	dsDNA	12833
Tethysvirus raunefjordenense	E	01B	KT820662	NC_028094	Complete genome			NULL	Chrysochromulina ericina virus CeV-01B	CeV	NULL	1	202215043	algae	dsDNA	12834
Fadolivirus algeromassiliense	E	FV1/VV64	MT418680	NULL	Complete genome			NULL	Fadolivirus FV1/VV64	FV	NULL	1	202215044	protists	dsDNA	12835
Theiavirus salishense	E	NG1	MF782455	NULL	Complete genome			NULL	Bodo saltans virus	BsV	NULL	1	202215045	protists	dsDNA	12836
Yasminevirus saudimassiliense	E	GU-2018	UPSH01000001	NULL	Complete genome			NULL	Yasminevirus	YV	NULL	1	202215046	protists	dsDNA	12837
Cotonvirus japonicum	E		AP024483	NULL	Complete genome			NULL	Cotonvirus japonicus	CVJ	NULL	1	202215047	protists	dsDNA	12838
Megavirus baoshanense	E	SH	MH046811	NULL	Complete genome			NULL	Megavirus baoshan	MVB	NULL	1	202215048	protists	dsDNA	12839
Megavirus chilense	E		JN258408	NC_016072	Complete genome			NULL	Megavirus chiliensis	MVC	NULL	1	202215049	protists	dsDNA	12840
Megavirus powaiense	E	isolate 1	KU877344	NULL	Complete genome			NULL	Powai lake megavirus	PLMV	NULL	1	202215050	protists	dsDNA	12841
Mimivirus lagoaense	E	Kroon	KM982402	NULL	Complete genome			NULL	Acanthamoeba polyphaga mimivirus Kroon	APMVK	NULL	1	202215051	protists	dsDNA	12842
Moumouvirus australiense	E	10A	MG807320	NULL	Complete genome			NULL	Moumouvirus australiensis	MouA	NULL	1	202215052	protists	dsDNA	12843
Moumouvirus goulettemassiliense	E	Goulette	KC008572	NULL	Complete genome			NULL	Moumouvirus goulette	MouVG	NULL	1	202215053	protists	dsDNA	12844
Moumouvirus moumou	E	JX962719	JX962719	NC_020104	Complete genome			NULL	Acanthamoeba polyphaga moumouvirus	APMouV	NULL	1	202215054	protists	dsDNA	12845
Tupanvirus altamarinense	E	deep ocean	MF405918	NULL	Complete genome			NULL	Tupanvirus deep ocean	TV-DO	NULL	1	202215055	protists	dsDNA	12846
Tupanvirus salinum	E	soda lake	KY523104	NULL	Complete genome			NULL	Tupanvirus soda lake	TV-SL	NULL	1	202215056	protists	dsDNA	12847
Biavirus raunefjordenense	E	RF01	HG999358	NULL	Complete genome			NULL	Prymnesium kappa virus	PyrKV	NULL	1	202215057	algae	dsDNA	12848
Kratosvirus quantuckense	E	BtV-01	KJ645900	NC_024697	Complete genome			NULL	Aureococcus anophagefferens virus	AuAV	NULL	1	202215058	algae	dsDNA	12849
Medusavirus medusae	E	J1	AP018495	NULL	Complete genome			NULL	Acanthamoeba castellanii medusavirus J1	ACMV-J1	NULL	1	202215061	protists	dsDNA	12850
Medusavirus sthenus	E	T3	MW018138	NULL	Complete genome			NULL	Medusavirus stheno T3	MVS-T3	NULL	1	202215062	protists	dsDNA	12851
Capillovirus LoVA	E	Beibei	MK936045	NULL	Complete genome			NULL	loquat virus A	LoVA	NULL	1	202215078	plants	ssRNA(+)	12852
Carlavirus AcVA	E	HB	MN944106	NULL	Complete genome			NULL	aconite virus A	AcVA	NULL	1	202215079	plants	ssRNA(+)	12853
Carlavirus AgCVB	E	Stellenbosch	MW303999	NULL	Complete genome			NULL	Agapanthus carlavirus B	AgCVB	NULL	1	202215080	plants	ssRNA(+)	12854
Carlavirus CCV-1	E	Professor Ebert	MK415316	NULL	Complete genome			NULL	cactus carlavirus 1	CCV-1	NULL	1	202215081	plants	ssRNA(+)	12855
Carlavirus CCV-2	E	Professor Ebert	MK415317	NULL	Complete genome			NULL	cactus carlavirus 2	CCV-2	NULL	1	202215082	plants	ssRNA(+)	12856
Carlavirus ClCVA	E	19-3040	MT533598	NULL	Complete genome			NULL	Clivia carlavirus A	ClCVA	NULL	1	202215083	plants	ssRNA(+)	12857
Carlavirus RVB	E	R12	MT473961	NULL	Complete genome			NULL	rose virus B	RVB	NULL	1	202215084	plants	ssRNA(+)	12858
Foveavirus CRSaV-4	E	Adolphe Audusson	MT028514	NULL	Complete genome			NULL	camellia ringspot associated virus 4	CRSaV-4	NULL	1	202215085	plants	ssRNA(+)	12859
Foveavirus GFVA	E	George-1	MN553040	NULL	Complete coding genome			NULL	grapevine foveavirus A	GFVA	NULL	1	202215086	plants	ssRNA(+)	12860
Chordovirus HV4	E	HV4	OK032418	NULL	Complete genome			NULL	hogweed virus 4	HV4	NULL	1	202215087	plants	ssRNA(+)	12861
Chordovirus LeCV1	E	JG1	MG208123	NC_040627	Complete genome			NULL	lettuce chordovirus 1	LeCV1	NULL	1	202215088	plants	ssRNA(+)	12862
Banmivirus MoaBV	E	ITC0528	OK721096	NULL	Complete coding genome			NULL	Musa ornata-associated banmivirus	MoaBV	NULL	1	202215089	plants	ssRNA(+)	12863
Waikavirus rosae	E	Simons Hill	MT757670	NULL	Complete genome			NULL	sweetbriar rose curly top-associated virus	SRCTaV	NULL	1	202215090	plants	ssRNA(+)	12864
Comovirus rapae	E	M12	GQ222381 GQ222382	NULL	Complete genome			NULL	turnip ringspot virus	TuRSV	NULL	1	202215091	plants	ssRNA(+)	12865
Nepovirus stenotaphri	E	5664	MZ325761 MZ325762	NULL	Complete genome			NULL	Stenotaphrum nepovirus	SteNV	NULL	1	202215092	plants	ssRNA(+)	12866
Nepovirus anemones	E	Won	MH898479 MH898478	NULL	Complete genome			NULL	anemone nepovirus A	AnNVA	NULL	1	202215093	plants	ssRNA(+)	12867
Sadwavirus betananas	E	HANA 187	OM777135 OM777136	NULL	Complete genome			NULL	pineapple secovirus B	PSVB	NULL	1	202215094	plants	ssRNA(+)	12868
Sadwavirus aciphyllae	E	SNLaSVMuenster_17	MN412739 MN412740	NULL	Complete genome			NULL	surrounding non-legume associated virus	SnLaSV	NULL	1	202215095	plants	ssRNA(+)	12869
Torradovirus manihotis	E	Yop_12	OK040225 OK040226	NULL	Complete genome			NULL	cassava torrado-like virus	CsTLV	NULL	1	202215096	plants	ssRNA(+)	12870
Torradovirus codonopsis	E	SK	MZ325520 MZ325521	NULL	Complete genome			NULL	Codonopsis torradovirus A	CoTVA	NULL	1	202215097	plants	ssRNA(+)	12871
Waikavirus camelliae	E	SWU-H	MW545173	NULL	Complete genome			NULL	camellia virus A	CamVA	NULL	1	202215098	plants	ssRNA(+)	12872
Badnavirus meliae	E	Zhejiang	OL630968	NULL	Complete genome			NULL	chinaberry tree badnavirus 1	ChTBV1	NULL	1	202215099	plants	dsDNA	12873
Caulimovirus metaplexis	E	LM-Cau-A	MW656214	NULL	Complete genome			NULL	Metaplexis yellow mottle-associated virus	MeYMaV	NULL	1	202215100	plants	dsDNA	12874
Soymovirus eleocharis	E	TuanFeng	KU365408	NC_030205	Complete genome			NULL	water chestnut soymovirus 1	WCSV1	NULL	1	202215101	plants	dsDNA	12875
Tungrovirus agapanthi	E	19-3001	MT501685	NULL	Complete genome			NULL	Agapanthus tungro virus	AgTV	NULL	1	202215102	plants	dsDNA	12876
Temfrudevirus temperatum	E	MFB10	KR134312	NC_027632	Complete genome			NULL	temperate fruit decay-associated virus	TFDaV	NULL	1	202215106	plants	ssDNA(+/-)	12877
Yermavirus ilicis	E	Jardim America	MG748715	NULL	Complete genome			NULL	yerba mate-associated circular DNA virus	YMaCDV	NULL	1	202215107	plants	ssDNA(+/-)	12878
Macluravirus amomulineae	E	Won_8200	MT110148	NULL	Complete genome			NULL	Large cardamon chirke virus	LCCV	NULL	1	202215108	plants	ssRNA(+)	12879
Potyvirus anemones	E	NL	LC604019	NULL	Complete genome			NULL	Anemone mosaic virus	AnMV	NULL	1	202215109	plants	ssRNA(+)	12880
Potyvirus cliviaflavilineae	E	19-3026	MT533610	NULL	Complete genome			NULL	Clivia yellow stripe virus	ClYSV	NULL	1	202215110	plants	ssRNA(+)	12881
Potyvirus gladioli	E	Taean	KU981083	NULL	Complete genome			NULL	Gladiolus mosaic virus	GdMV	NULL	1	202215111	plants	ssRNA(+)	12882
Potyvirus tagetis	E	BJ	MW546936	NULL	Complete genome			NULL	Marigold mosaic virus	MMV	NULL	1	202215112	plants	ssRNA(+)	12883
Potyvirus scorzaureum	E	SK	MW972223	NULL	Complete genome			NULL	Scorzonera virus A	SCoVA	NULL	1	202215113	plants	ssRNA(+)	12884
Potyvirus thladiatessellati	E	Harbin-NEFU	MF420353	NULL	Complete genome			NULL	Thladiantha dubia mosaic virus	ThDM	NULL	1	202215114	plants	ssRNA(+)	12885
Marafivirus sorghi	E	SA-FL1	MN714643	NULL	Complete genome			NULL	Sorghum almum marafivirus	SoAMV	NULL	1	202215115	plants	ssRNA(+)	12886
Tymovirus naranjillae	E	Nar-21	MG323924	NULL	Complete genome			NULL	naranjilla chlorotic mosaic virus	NarCMV	NULL	1	202215116	plants	ssRNA(+)	12887
Tymovirus quitoense	E	Nar-21	MH784952	NULL	Complete genome			NULL	naranjilla mild mosaic virus	NarMMV	NULL	1	202215117	plants	ssRNA(+)	12888
Cilevirus solani	E	Prb1	RNA1: OK626439 ; RNA2:OK626440	NULL	Complete genome			NULL	Solanun violifolium ringspot virus	SvRSV	NULL	1	202215118	plants	ssRNA(+)	12889
Cilevirus ligustri	E	SPa1	RNA1: OK626447 ; RNA2: OK626448	NULL	Complete genome			NULL	Ligustrum chlorotic spot virus	LigCSV	NULL	1	202215119	plants	ssRNA(+)	12890
Cilevirus australis	E	Cdb1	RNA1: OK626451; RNA2: OK626452	NULL	Complete genome			NULL	Ligustrum leprosis virus	LigLV	NULL	1	202215120	plants	ssRNA(+)	12891
Emaravirus visci	E		BK0592633BK0592637	NULL	Complete genome			NULL	Arceuthobium sichuanense-associated virus 1	ArSaV-1	NULL	1	202215121	plants	ssRNA(-)	12892
Emaravirus fraxini	E		OU466880 OU466884	NULL	Complete genome			NULL	Ash shoestring-associated virus	ASaV	NULL	1	202215122	plants	ssRNA(-)	12893
Emaravirus vitis	E		LC604727 LC604731	NULL	Complete genome			NULL	Vitis emaravirus	VEV	NULL	1	202215123	plants	ssRNA(-)	12894
Emaravirus illicii	E	LC597437– LC597441			Complete genome			NULL	Japanese star anise ringspot-associated virus	JSaRaV	NULL	1	202215124	plants	ssRNA(-)	12895
Emaravirus corynocarpi	E		MZ391827 MZ391831	NULL	Complete genome			NULL	Karaka Okahu purepure emaravirus	KOPV	NULL	1	202215125	plants	ssRNA(-)	12896
Rosenblumvirus jpl50	E		MZ359091	NULL	Complete genome			NULL	Staphylococcus phage JPL-50	NULL	NULL	1	202214789	bacteria	dsDNA	12669
Andhravirus besep3	E		MT596500	NULL	Complete genome			NULL	Staphylococcus phage BESEP3	NULL	NULL	1	202214790	bacteria	dsDNA	12670
Andhravirus sealphi	E		MZ152915	NULL	Complete genome			NULL	Staphylococcus phage SeAlphi	NULL	NULL	1	202214791	bacteria	dsDNA	12671
Quivirus qui	E		MN183282.1	NULL	Complete genome			NULL	Arthrobacter phage Qui	NULL	NULL	1	202214793	bacteria	dsDNA	12672
Rivsvirus SNUABM5	E		MW366843.1	NULL	Complete genome			NULL	Erwinia phage pEa_SNUABM_5	NULL	NULL	1	202214795	bacteria	dsDNA	12673
Roslyckyvirus ph08	E		MF403009.1	NULL	Complete genome			NULL	Agrobacterium phage Atu_ph08	NULL	NULL	1	202214797	bacteria	dsDNA	12674
Scappvirus scapp	E		MH553517.1	NULL	Complete genome			NULL	Serratia phage Scapp	NULL	NULL	1	202214799	bacteria	dsDNA	12675
Philippevirus philippe	E		MZ326861	NULL	Complete genome			NULL	Stenotrophomonas phage Philippe	NULL	NULL	1	202214810	bacteria	dsDNA	12676
Varunavirus BUCT194	E		MZ447858	NULL	Complete genome			NULL	Vibrio phage BUCT194	NULL	NULL	1	202214811	bacteria	dsDNA	12677
Segzyvirus LPSTLL	E		MN737551	NULL	Complete genome			NULL	Salmonella phage LPSTLL	NULL	NULL	1	202214840	bacteria	dsDNA	12706
Basiliskvirus basilisk	E		KC595511.2	NULL	Complete genome			NULL	Bacillus phage Basilisk	NULL	NULL	1	202214844	bacteria	dsDNA	12707
Basiliskvirus bak10	E		MG967618.1	NULL	Complete genome			NULL	Bacillus phage v_B-Bak10	NULL	NULL	1	202214845	bacteria	dsDNA	12708
Yihwangvirus PBC4	E		KT070866.1	NULL	Complete genome			NULL	Bacillus phage PBC4	NULL	NULL	1	202214846	bacteria	dsDNA	12709
Yihwangvirus pW4	E		MK288022.1	NULL	Complete genome			NULL	Bacillus phage pW4	NULL	NULL	1	202214847	bacteria	dsDNA	12710
Yihwangvirus BCPST	E		MW392802.1	NULL	Complete genome			NULL	Bacillus phage BCPST	NULL	NULL	1	202214848	bacteria	dsDNA	12711
Shantouvirus ZPAH14	E		OM810291	NULL	Complete genome			NULL	Aeromonas phage ZPAH14	ZPAH14	NULL	1	202214850	bacteria	dsDNA	12712
Shenzhenivirus sszbm1	E		OL473597	NULL	Complete genome			NULL	Synechococcus phage S-SZBM1	NULL	NULL	1	202214852	bacteria	dsDNA	12713
Siatvirus Lz245	E		MN871446.1	NULL	Complete genome			NULL	Klebsiella phage KpLz-2_45	NULL	NULL	1	202214854	bacteria	dsDNA	12714
Silentrexvirus silentrx	E		MW862992.1	NULL	Complete genome			NULL	Arthrobacter phage SilentRX	NULL	NULL	1	202214856	bacteria	dsDNA	12715
Richievirus richie	E		MH834625.1	NULL	Complete genome			NULL	Arthrobacter phage Richie	NULL	NULL	1	202214863	bacteria	dsDNA	12716
Richievirus auxilium	E		MH834598.1	NULL	Complete genome			NULL	Arthrobacter phage Auxilium	NULL	NULL	1	202214864	bacteria	dsDNA	12717
Hestiavirus hestia	E		MH910036.1	NULL	Complete genome			NULL	Arthrobacter phage Hestia	NULL	NULL	1	202214865	bacteria	dsDNA	12718
Persistencevirus persistence	E		MW712719.1	NULL	Complete genome			NULL	Arthrobacter phage Persistence	NULL	NULL	1	202214866	bacteria	dsDNA	12719
Isoldevirus isolde	E		MH910037.1	NULL	Complete genome			NULL	Arthrobacter phage Isolde	NULL	NULL	1	202214867	bacteria	dsDNA	12720
Seamegvirus seahorse	E		MH910041.1	NULL	Complete genome			NULL	Arthrobacter phage Seahorse	NULL	NULL	1	202214868	bacteria	dsDNA	12721
Fajavirus faja	E		MH834612.1	NULL	Complete genome			NULL	Arthrobacter phage Faja	NULL	NULL	1	202214869	bacteria	dsDNA	12722
Sasdunavirus SASD1	E		GQ379227.1	NC_014229	Complete genome			NULL	Streptomyces phage phiSASD1	NULL	NULL	1	202214876	bacteria	dsDNA	12723
Dubuvirus dubu	E		MK937595.1	NULL	Complete genome			NULL	Streptomyces phage Dubu	NULL	NULL	1	202214877	bacteria	dsDNA	12724
Veewebvirus vwb	E		AY320035.2	NC_005345	Complete genome			NULL	Streptomyces phage VWB	NULL	NULL	1	202214878	bacteria	dsDNA	12725
Zukovirus zuko	E		MN204493.1	NULL	Complete genome			NULL	Streptomyces phage Zuko	NULL	NULL	1	202214879	bacteria	dsDNA	12726
Zukovirus phill	E		MW822144.1	NULL	Complete genome			NULL	Streptomyces phage KimJongPhill	NULL	NULL	1	202214880	bacteria	dsDNA	12727
Sfunavirus SF1	E		KT221033.1	NC_028807	Complete genome			NULL	Streptomyces phage SF1	NULL	NULL	1	202214881	bacteria	dsDNA	12728
Siftrevirus SF3	E		KT221034.1	NC_028952	Complete genome			NULL	Streptomyces phage SF3	NULL	NULL	1	202214882	bacteria	dsDNA	12729
Skulduggeryvirus skulduggery	E		MF042361.1	NULL	Complete genome			NULL	Pseudomonas phage Skulduggery	NULL	NULL	1	202214884	bacteria	dsDNA	12730
Snuvirus SNUABM7	E		MZ475896.1	NULL	Complete genome			NULL	Erwinia phage pEa_SNUABM_7	NULL	NULL	1	202214886	bacteria	dsDNA	12731
Nymphadoravirus bunnybear	E		MT723938.1	NULL	Complete genome			NULL	Gordonia phage Bunnybear	NULL	NULL	1	202214892	bacteria	dsDNA	12732
Nymphadoravirus madeline	E		MK919469.1	NULL	Complete genome			NULL	Gordonia phage Madeline	NULL	NULL	1	202214893	bacteria	dsDNA	12733
Nymphadoravirus thankyoujordi	E		MK801727.1	NULL	Complete genome			NULL	Gordonia phage ThankyouJordi	NULL	NULL	1	202214894	bacteria	dsDNA	12734
Nymphadoravirus bosnia	E		MT952844.1	NULL	Complete genome			NULL	Gordonia phage Bosnia	NULL	NULL	1	202214895	bacteria	dsDNA	12735
Nymphadoravirus herod	E		MT889398.1	NULL	Complete genome			NULL	Gordonia phage Herod	NULL	NULL	1	202214896	bacteria	dsDNA	12736
Nymphadoravirus agueybana	E		MZ274304.1	NULL	Complete genome			NULL	Gordonia phage Agueybana	NULL	NULL	1	202214897	bacteria	dsDNA	12737
Nymphadoravirus polly	E		MK820642.1	NULL	Complete genome			NULL	Gordonia phage Polly	NULL	NULL	1	202214898	bacteria	dsDNA	12738
Nymphadoravirus maridalia	E		MK112547.1	NULL	Complete genome			NULL	Gordonia phage Maridalia	NULL	NULL	1	202214899	bacteria	dsDNA	12739
Nymphadoravirus boynamedsue	E		MW712717.1	NULL	Complete genome			NULL	Gordonia phage BoyNamedSue	NULL	NULL	1	202214900	bacteria	dsDNA	12740
Baxterfoxvirus ohgeesy	E		MT639650.1	NULL	Complete genome			NULL	Gordonia phage Ohgeesy	NULL	NULL	1	202214901	bacteria	dsDNA	12741
Attisvirus vasanti	E		MK359313.1	NULL	Complete genome			NULL	Gordonia phage Vasanti	NULL	NULL	1	202214902	bacteria	dsDNA	12742
Attisvirus matteo	E		MT771342.1	NULL	Complete genome			NULL	Gordonia phage Matteo	NULL	NULL	1	202214903	bacteria	dsDNA	12743
Attisvirus pickett	E		OM203160.1	NULL	Complete genome			NULL	Gordonia phage Pickett	NULL	NULL	1	202214904	bacteria	dsDNA	12744
Attisvirus yeet412	E		MZ150788.1	NULL	Complete genome			NULL	Gordonia phage Yeet412	NULL	NULL	1	202214905	bacteria	dsDNA	12745
Attisvirus lamberg	E		MW055908.1	NULL	Complete genome			NULL	Gordonia phage Lamberg	NULL	NULL	1	202214906	bacteria	dsDNA	12746
Attisvirus sahara	E		MZ171371.1	NULL	Complete genome			NULL	Gordonia phage Sahara	NULL	NULL	1	202214907	bacteria	dsDNA	12747
Attisvirus bjanes7	E		MG099941.1	NULL	Complete genome			NULL	Gordonia phage Bjanes7	NULL	NULL	1	202214908	bacteria	dsDNA	12748
Attisvirus ebert	E		MH271295.1	NULL	Complete genome			NULL	Gordonia phage Ebert	NULL	NULL	1	202214909	bacteria	dsDNA	12749
Powerballvirus powerball	E		MN234218.1	NULL	Complete genome			NULL	Gordonia phage Powerball	NULL	NULL	1	202214910	bacteria	dsDNA	12750
Beenievirus beenie	E		MG845393.1	NULL	Complete genome			NULL	Gordonia phage Beenie	NULL	NULL	1	202214911	bacteria	dsDNA	12751
Beenievirus sekhmet	E		MK937609.1	NULL	Complete genome			NULL	Gordonia phage Sekhmet	NULL	NULL	1	202214912	bacteria	dsDNA	12752
Beenievirus dolores	E		MZ681517.1	NULL	Complete genome			NULL	Gordonia phage Dolores	NULL	NULL	1	202214913	bacteria	dsDNA	12753
Beenievirus dorito	E		MK279848.1	NULL	Complete genome			NULL	Gordonia phage Dorito	NULL	NULL	1	202214914	bacteria	dsDNA	12754
Beenievirus dobbyssock	E		MN428048.1	NULL	Complete genome			NULL	Gordonia phage DobbysSock	NULL	NULL	1	202214915	bacteria	dsDNA	12755
Beenievirus clark	E		MK801729.1	NULL	Complete genome			NULL	Gordonia phage Clark	NULL	NULL	1	202214916	bacteria	dsDNA	12756
Beenievirus samman98	E		MZ456039.1	NULL	Complete genome			NULL	Gordonia phage Samman98	NULL	NULL	1	202214917	bacteria	dsDNA	12757
Beenievirus michaelscott	E		MT771346.1	NULL	Complete genome			NULL	Gordonia phage MichaelScott	NULL	NULL	1	202214918	bacteria	dsDNA	12758
Beenievirus easley	E		MH155867.1	NULL	Complete genome			NULL	Gordonia phage Easley	NULL	NULL	1	202214919	bacteria	dsDNA	12759
Beenievirus suerte	E		MN428057.1	NULL	Complete genome			NULL	Gordonia phage Suerte	NULL	NULL	1	202214920	bacteria	dsDNA	12760
Denisevirus denise	E		MN428053.1	NULL	Complete genome			NULL	Gordonia phage Denise	NULL	NULL	1	202214921	bacteria	dsDNA	12761
Howevirus howe	E		KU252585.1	NULL	Complete genome			NULL	Gordonia phage Howe	NULL	NULL	1	202214922	bacteria	dsDNA	12762
Howevirus mcklovin	E		MN428055.1	NULL	Complete genome			NULL	Gordonia phage Mcklovin	NULL	NULL	1	202214923	bacteria	dsDNA	12763
Sidiousvirus sidious	E		MK967384.1	NULL	Complete genome			NULL	Gordonia phage Sidious	NULL	NULL	1	202214924	bacteria	dsDNA	12764
Tomasvirus tomas	E		OL829978.1	NULL	Complete genome			NULL	Streptomyces phage Tomas	NULL	NULL	1	202214931	bacteria	dsDNA	12765
Coruscantvirus coruscant	E		MT711976.1	NULL	Complete genome			NULL	Streptomyces phage Coruscant	NULL	NULL	1	202214932	bacteria	dsDNA	12766
Faustvirus faust	E		MT684598.1	NULL	Complete genome			NULL	Streptomyces phage Faust	NULL	NULL	1	202214933	bacteria	dsDNA	12767
