species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule	vmr_uid
Clownvirus clown	E		MT771343	NC_055867	Complete genome			NULL	Gordonia phage Clown		NULL	1	202213051	bacteria	dsDNA	11370
Coatlandelriovirus RSP	E		MH252365	NC_054146	Complete genome			NULL	Ralstonia phage phiRSP		NULL	1	202213053	bacteria	dsDNA	11371
Copernicusvirus AE417	E		MT757399	NC_055866	Complete genome			NULL	Enterococcus phage AE4_17		NULL	1	202213054	bacteria	dsDNA	11372
Corndogvirus ryadel	E		MH590592	NC_055759	Complete genome			NULL	Mycobacterium phage Ryadel		NULL	1	202213055	bacteria	dsDNA	11373
Corndogvirus catdawg	E		KF017002	NC_022057	Complete genome			NULL	Mycobacterium phage Catdawg		NULL	1	202213056	bacteria	dsDNA	11374
Afonbuvirus intestinihominis	E		MZ130492	NULL	Complete genome			NULL	uncultured phage cr12_1		NULL	1	202213114	bacteria	dsDNA	11375
Afonbuvirus coli	E		MZ130499	NULL	Complete genome			NULL	uncultured phage cr35_1		NULL	1	202213115	bacteria	dsDNA	11376
Afonbuvirus faecalis	E		MT774401	NC_055894	Complete genome			NULL	uncultured phage cr6_1		NULL	1	202213116	bacteria	dsDNA	11377
Denvervirus dv9183	E		MT939241	NC_055907	Complete genome			NULL	Enterococcus phage 9183		NULL	1	202213119	bacteria	dsDNA	11378
Vipetofemvirus vipetofem	E		MT119361	NC_055834	Complete genome			NULL	Enterococus phage vipetofem		NULL	1	202213121	bacteria	dsDNA	11379
Vipetofemvirus vv140	E		CAJCJZ010000002	NULL	Complete genome			NULL	Enterococcus phage vB_EfaS_140		NULL	1	202213122	bacteria	dsDNA	11380
Vipetofemvirus nattely	E		MT119360	NC_055833	Complete genome			NULL	Enterococcus phage nattely		NULL	1	202213123	bacteria	dsDNA	11381
Anthonyvirus anthony	E		MN234188	NC_054790	Complete genome			NULL	Mycobacterium phage Anthony		NULL	1	202213125	bacteria	dsDNA	11382
Archimedesvirus archimedes	E		MT771339	NC_054392	Complete genome			NULL	Gordonia phage Archimedes		NULL	1	202213127	bacteria	dsDNA	11383
Celiavirus celia	E		MN062705	NC_054655	Complete genome			NULL	Streptomyces phage Celia		NULL	1	202213129	bacteria	dsDNA	11384
Yosifvirus yosif	E		MH248947	NC_054656	Complete genome			NULL	Streptomyces phage Yosif		NULL	1	202213132	bacteria	dsDNA	11385
Salutenavirus salutena	E		MT708548	NC_054657	Complete genome			NULL	Streptomyces phage Salutena		NULL	1	202213134	bacteria	dsDNA	11386
Sentinelvirus sentinel	E		MT701597	NC_054658	Complete genome			NULL	Streptomyces phage Sentinel		NULL	1	202213136	bacteria	dsDNA	11387
Sentinelvirus spernnie	E		MT701594	NC_054659	Complete genome			NULL	Streptomyces phage Spernnie		NULL	1	202213137	bacteria	dsDNA	11388
Janusvirus janus	E		MK392366	NC_054660	Complete genome			NULL	Streptomyces phage Janus		NULL	1	202213139	bacteria	dsDNA	11389
Janusvirus hank144	E		MH669004	NC_054661	Complete genome			NULL	Streptomyces phage Hank144		NULL	1	202213140	bacteria	dsDNA	11390
Omarvirus omar	E		MG593802	NC_054662	Complete genome			NULL	Streptomyces phage Omar		NULL	1	202213142	bacteria	dsDNA	11391
Omarvirus diane	E		MF766046	NC_054663	Complete genome			NULL	Streptomyces phage Diane		NULL	1	202213143	bacteria	dsDNA	11392
Omarvirus amethyst	E		MF766044	NC_054664	Complete genome			NULL	Streptomyces phage Amethyst		NULL	1	202213144	bacteria	dsDNA	11393
Omarvirus tefunt	E		MF766048	NC_054665	Complete genome			NULL	Streptomyces phage Tefunt		NULL	1	202213145	bacteria	dsDNA	11394
Caelumvirus caelum	E		MK524524	NC_054666	Complete genome			NULL	Streptomyces phage Caelum		NULL	1	202213147	bacteria	dsDNA	11395
Caelumvirus issmi	E		MT310863	NC_054667	Complete genome			NULL	Streptomyces phage Issmi		NULL	1	202213148	bacteria	dsDNA	11396
Caelumvirus daudau	E		MF766045	NC_054668	Complete genome			NULL	Streptomyces phage Daudau		NULL	1	202213149	bacteria	dsDNA	11397
Caelumvirus alvy	E		MN234208	NC_054669	Complete genome			NULL	Streptomyces phage Alvy		NULL	1	202213150	bacteria	dsDNA	11398
Caelumvirus thestral	E		MH651190	NC_054670	Complete genome			NULL	Streptomyces phage Thestral		NULL	1	202213151	bacteria	dsDNA	11399
Anayavirus prithvi	E		MK016503	NC_051626	Complete genome			NULL	Mycobacterium phage Prithvi		NULL	1	202212755	bacteria	dsDNA	11177
Anayavirus sirphilip	E		MF324911	NC_051627	Complete genome			NULL	Mycobacterium phage SirPhilip		NULL	1	202212756	bacteria	dsDNA	11178
Anayavirus urkel	E		KX657796	NC_051628	Complete genome			NULL	Mycobacterium phage Urkel		NULL	1	202212757	bacteria	dsDNA	11179
Anayavirus validus	E		KF713486	NC_023498	Complete genome			NULL	Mycobacterium phage Validus		NULL	1	202212758	bacteria	dsDNA	11180
Anayavirus yuna	E		MN234176	NC_051629	Complete genome			NULL	Mycobacterium phage Yuna		NULL	1	202212759	bacteria	dsDNA	11181
Anayavirus yunkel11	E		MN234165	NC_051630	Complete genome			NULL	Mycobacterium phage Yunkel11		NULL	1	202212760	bacteria	dsDNA	11182
Anayavirus zavala	E		MN234198	NC_051631	Complete genome			NULL	Mycobacterium phage Zavala		NULL	1	202212761	bacteria	dsDNA	11183
Wizardvirus bakery	E		MK937603	NC_055804	Complete genome			NULL	Gordonia phage Bakery		NULL	1	202212763	bacteria	dsDNA	11184
Wizardvirus mutzi	E		MK305889	NC_055785	Complete genome			NULL	Gordonia phage Mutzi		NULL	1	202212764	bacteria	dsDNA	11185
Wizardvirus tillybobjoe	E		MH669015	NC_055765	Complete genome			NULL	Gordonia phage TillyBobJoe		NULL	1	202212765	bacteria	dsDNA	11186
Wizardvirus fireball	E		MN284907	NC_055816	Complete genome			NULL	Gordonia phage Fireball		NULL	1	202212766	bacteria	dsDNA	11187
Wizardvirus danyall	E		MH479910	NC_055751	Complete genome			NULL	Gordonia phage Danyall		NULL	1	202212767	bacteria	dsDNA	11188
Wizardvirus jambalaya	E		MT521998	NC_055857	Complete genome			NULL	Gordonia phage Jambalaya		NULL	1	202212768	bacteria	dsDNA	11189
Myradeevirus MyraDee	E		MF141539	NC_054791	Complete genome			NULL	Mycobacterium phage MyraDee		NULL	1	202212770	bacteria	dsDNA	11190
Bonaevitae bonaevitae	E		MH045556	NC_052940	Complete genome			NULL	Microbacterium phage BonaeVitae		NULL	1	202212802	bacteria	dsDNA	11211
Efkovirus efeko	E		MH825700	NC_052941	Complete genome			NULL	Microbacterium phage Efeko		NULL	1	202212804	bacteria	dsDNA	11212
Paopuvirus Scamander	E		MH576963	NC_054431	Complete genome			NULL	Microbacterium phage Scamander		NULL	1	202212805	bacteria	dsDNA	11213
Pbunavirus datas	E		MT119378	NC_050143	Complete genome			NULL	Pseudomonas phage datas		NULL	1	202212806	bacteria	dsDNA	11214
Pbunavirus Epa7	E		MT118289	NC_050146	Complete genome			NULL	Pseudomonas phage Epa7		NULL	1	202212807	bacteria	dsDNA	11215
Pbunavirus PaGU11	E		AP018815	NC_050145	Complete genome			NULL	Pseudomonas phage PaGU11		NULL	1	202212808	bacteria	dsDNA	11216
Pbunavirus Pa193	E		MK837009	NC_050148	Complete genome			NULL	Pseudomonas virus Pa193		NULL	1	202212809	bacteria	dsDNA	11217
Pbunavirus USP1	E		MT491204	NC_050149	Complete genome			NULL	Pseudomonas phage vB_PaeM_USP_1		NULL	1	202212811	bacteria	dsDNA	11218
Pbunavirus antinowhere	E		MT119374	NC_050150	Complete genome			NULL	Pseudomonas phage antinowhere		NULL	1	202212812	bacteria	dsDNA	11219
Pbunavirus crassa	E		MT119377	NC_050151	Complete genome			NULL	Pseudomonas phage crassa		NULL	1	202212813	bacteria	dsDNA	11220
Pbunavirus Epa14	E		MT118293	NC_050144	Complete genome			NULL	Pseudomonas phage Epa14		NULL	1	202212816	bacteria	dsDNA	11221
Fishburnevirus arib1	E		MF919492	NC_051736	Complete genome			NULL	Mycobacterium phage Arib1		NULL	1	202212819	bacteria	dsDNA	11222
Fishburnevirus atcoo	E		MN585977	NC_051729	Complete genome			NULL	Mycobacterium phage Atcoo		NULL	1	202212820	bacteria	dsDNA	11223
Fishburnevirus bartholomew	E		MF140399	NC_051734	Complete genome			NULL	Mycobacterium phage Bartholomew		NULL	1	202212821	bacteria	dsDNA	11224
Fishburnevirus firstplacepfu	E		MK814758	NC_051735	Complete genome			NULL	Mycobacterium phage FirstPlacePfu		NULL	1	202212822	bacteria	dsDNA	11225
Fishburnevirus greaselightnin	E		MK494122	NC_051731	Complete genome			NULL	Mycobacterium phage GreaseLightnin		NULL	1	202212823	bacteria	dsDNA	11226
Fishburnevirus jung	E		MT498061	NC_051730	Complete genome			NULL	Mycobacterium phage Jung		NULL	1	202212824	bacteria	dsDNA	11227
Fishburnevirus kilkor	E		MN892486	NC_053209	Complete genome			NULL	Mycobacterium phage KilKor		NULL	1	202212825	bacteria	dsDNA	11228
Fishburnevirus ksquared	E		MF281061	NC_051732	Complete genome			NULL	Mycobacterium phage Ksquared		NULL	1	202212826	bacteria	dsDNA	11229
Fishburnevirus majeke	E		MF472894	NC_051737	Complete genome			NULL	Mycobacterium phage Majeke		NULL	1	202212827	bacteria	dsDNA	11230
Fishburnevirus shipwreck	E		KU985090	NC_031261	Complete genome			NULL	Mycobacterium phage Shipwreck		NULL	1	202212828	bacteria	dsDNA	11231
Fishburnevirus willsammy	E		MT024866	NC_051727	Complete genome			NULL	Mycobacterium phage Willsammy		NULL	1	202212829	bacteria	dsDNA	11232
Phayoncevirus thulathula	E		MN234172	NC_051738	Complete genome			NULL	Mycobacterium phage ThulaThula		NULL	1	202212830	bacteria	dsDNA	11233
Xaviavirus xavia	E		MH230879	NC_051740	Complete genome			NULL	Mycobacterium phage Xavia		NULL	1	202212832	bacteria	dsDNA	11234
Purkyvirus purky	E		MN096355	NC_051739	Complete genome			NULL	Mycobacterium phage Purky		NULL	1	202212834	bacteria	dsDNA	11235
Aptresvirus mana	E		MT701591	NC_055863	Complete genome			NULL	Burkholderia phage Mana		NULL	1	202212846	bacteria	dsDNA	11236
Maltschvirus maltsch	E		LR797314	NC_055725	Complete genome			NULL	uncultured Caudovirales phage		NULL	1	202212850	bacteria	dsDNA	11237
Bracchivirus U2F1	E		MF417929	NC_055729	Complete genome			NULL	Uncultured Caudovirales phage clone 2F_1		NULL	1	202212852	bacteria	dsDNA	11238
Plazymidvirus ZM401	E		CP006891	NC_022901	Complete genome			NULL	Zymomonas mobilis subsp. mobilis ZM4 plasmid pZZM401		NULL	1	202212854	bacteria	dsDNA	11239
Plazymidvirus ZM41	E		CP023686	NZ_CP023686	Complete genome			NULL	Zymomonas mobilis subsp. mobilis plasmid pZM41		NULL	1	202212855	bacteria	dsDNA	11240
Plazymidvirus ZM36	E		CP023680	NZ_CP023680	Complete genome			NULL	Zymomonas mobilis subsp. mobilis strain ZM4 substr. 2032 plasmid pZM36		NULL	1	202212856	bacteria	dsDNA	11241
Sanguivirus H5569V	E		CP014526	NZ_CP014526	Complete genome			NULL	Haematospirillum jordaniae strain H5569 plasmid unnamed 1		NULL	1	202212858	bacteria	dsDNA	11242
Valbvirus ValB1MD2	E		MT662115	NC_055862	Complete genome			NULL	Vibrio phage ValB1MD-2		NULL	1	202212860	bacteria	dsDNA	11243
Yulgyerivirus E16KP0115V	E		CP052639	NULL	Complete genome			NULL	Klebsiella pneumoniae strain E16KP0115 plasmid unnamed		NULL	1	202212862	bacteria	dsDNA	11244
Finvirus FIN13	E		CP038625	NZ_CP038625	Complete genome			NULL	Arsenophonus nasoniae strain FIN plasmid pArsFIN13		NULL	1	202212864	bacteria	dsDNA	11245
Mersinvirus YA0848V	E		JAEILC010000038	NULL	Complete genome			NULL	Pseudomonas sp. S4_EA_1b YA0848_38		NULL	1	202212866	bacteria	dsDNA	11246
Citexvirus PS75V	E		KK213166	NZ_KK213166	Complete genome			NULL	Pseudomonas aeruginosa PS75 adTyT-supercont1.7		NULL	1	202212867	bacteria	dsDNA	11247
Citexvirus BR319A	E		MK511066	NC_055793	Partial genome			NULL	Pseudomonas phage vB_Pae_BR319a		NULL	1	202212868	bacteria	dsDNA	11248
Kisquattuordecimvirus FLC5	E		LC528882	NC_055722	Complete genome			NULL	Burkholderia phage FLC5 DNA		NULL	1	202212869	bacteria	dsDNA	11249
Tigrvirus phiE094	E		MW072790	NC_055911	Complete genome			NULL	Burkholderia phage phiE094		NULL	1	202212870	bacteria	dsDNA	11250
Felsduovirus IN60	E		QUVN01000024	NZ_QUVN01000024	Complete genome			NULL	Salmonella enterica strain CFSAN071991 CFSAN071991_24		NULL	1	202212871	bacteria	dsDNA	11251
Wadgaonvirus V13P477T2	E		CP019275	NZ_CP019275	Complete genome			NULL	Escherichia coli strain 13P477T plasmid p13P477T-2		NULL	1	202212872	bacteria	dsDNA	11252
Peduovirus STYP1	E		KX833211	NULL	Complete genome			NULL	Salmonella enterica subsp. enterica serovar Typhi strain Salmonella Typhi Prophage STYP1		NULL	1	202212873	bacteria	dsDNA	11253
Peduovirus YPM22	E		MT374855	NC_055844	Complete genome			NULL	Yersinia phage vB_YpM_22		NULL	1	202212874	bacteria	dsDNA	11254
Peduovirus YPM50	E		MT374858	NC_055846	Complete genome			NULL	Yersinia phage vB_YpM_50		NULL	1	202212875	bacteria	dsDNA	11255
Peduovirus YPM46	E		MT374857	NC_055845	Complete genome			NULL	Yersinia phage vB_YpM_46		NULL	1	202212876	bacteria	dsDNA	11256
Pharaohvirus pharaoh	E		MK524530	NC_054784	Complete genome			NULL	Mycobacterium phage Pharaoh		NULL	1	202212878	bacteria	dsDNA	11257
Pharaohvirus steamy	E		MH513984	NC_054787	Complete genome			NULL	Mycobacterium phage Steamy		NULL	1	202212879	bacteria	dsDNA	11258
Refugevirus refuge	E		MK494113	NC_054786	Complete genome			NULL	Mycobacterium phage Refuge		NULL	1	202212881	bacteria	dsDNA	11259
Refugevirus darthphader	E		KX657793	NC_054785	Complete genome			NULL	Mycobacterium phage DarthPhader		NULL	1	202212882	bacteria	dsDNA	11260
Phleivirus Phlei	E		KT206225	NC_028662	Complete genome			NULL	Mycobacterium phage Phlei		NULL	1	202212884	bacteria	dsDNA	11261
Phreappuccinovirus Phrappuccino	E		MK937592	NC_054727	Complete genome			NULL	Mycobacterium phage Phrappuccino		NULL	1	202212886	bacteria	dsDNA	11262
Pukovnikvirus ironman	E		MK279857	NC_054814	Complete genome			NULL	Mycobacterium phage IronMan		NULL	1	202212888	bacteria	dsDNA	11263
Pukovnikvirus bactobuster	E		KU568494	NC_031279	Complete genome			NULL	Mycobacterium phage Bactobuster		NULL	1	202212889	bacteria	dsDNA	11264
Pukovnikvirus phaded	E		MN703408	NC_054815	Complete genome			NULL	Mycobacterium phage Phaded		NULL	1	202212890	bacteria	dsDNA	11265
Puppervirus Pupper	E		MK977695	NC_054723	Complete genome			NULL	Gordonia phage Pupper		NULL	1	202212892	bacteria	dsDNA	11266
Rerduovirus phailmary	E		MW291027	NC_054762	Complete genome			NULL	Rhodococcus phage PhailMary		NULL	1	202212893	bacteria	dsDNA	11267
Rerduovirus hiro	E		MF324898	NC_048669	Complete genome			NULL	Rhodococcus phage Hiro		NULL	1	202212894	bacteria	dsDNA	11268
Rerduovirus takoda	E		MH271315	NC_048708	Complete genome			NULL	Rhodococcus phage Takoda		NULL	1	202212895	bacteria	dsDNA	11269
Rosariovirus Weirdo19ES	E		MN103533	NC_054433	Complete genome			NULL	Mycobacterium phage Weirdo19		NULL	1	202212897	bacteria	dsDNA	11270
Rosenblumvirus SA46CL1	E		MK936476	NC_055802	Complete genome			NULL	Staphylococcus phage SA46-CL1		NULL	1	202212898	bacteria	dsDNA	11271
Rosenblumvirus portland	E		MN098325	NC_055814	Complete genome			NULL	Staphylococcus phage Portland		NULL	1	202212899	bacteria	dsDNA	11272
Rosenblumvirus EBHT	E		MT926124	NC_055906	Complete genome			NULL	Staphylococcus phage Portland		NULL	1	202212900	bacteria	dsDNA	11273
Rosenblumvirus LSA2366	E		MW363799	NC_055916	Complete genome			NULL	Staphylococcus phage LSA2366		NULL	1	202212901	bacteria	dsDNA	11274
Catfishvirus catfish	E		MH697580	NC_054434	Complete genome			NULL	Gordonia phage Catfish		NULL	1	202212904	bacteria	dsDNA	11275
Efbeekayvirus Fbkp27	E		MW394388	NULL	Complete genome			NULL	Klebsiella phage vB_KpP_FBKp27		NULL	1	202212917	bacteria	dsDNA	11282
Efbeekayvirus P184	E		MW495044	NC_055919	Complete genome			NULL	Klebsiella phage vB_KpnP_P184		NULL	1	202212918	bacteria	dsDNA	11283
Penintadodekavirus 5012	E		MN584918	NC_055824	Complete genome			NULL	Vibrio phage phi50-12		NULL	1	202212920	bacteria	dsDNA	11284
Vicoquintavirus Pvco5	E		KY612839	NC_055717	Complete genome			NULL	Vibrio phage pVco-5		NULL	1	202212922	bacteria	dsDNA	11285
Thogotovirus josense	E		HM627174; HM627170; HM627175; HM627171; HM627173; HM627172	NULL	Complete coding genome			NULL	Jos virus	JOSV	NULL	1	202212928	invertebrates, vertebrates	ssRNA(-)	11286
Thogotovirus upoluense	E		KC506156; KC506157; KC506158; KC506159; KC506160; KC506161	NULL	Complete genome			NULL	Upolu virus	UPOV	NULL	1	202212929	invertebrates, vertebrates	ssRNA(-)	11287
Thogotovirus bourbonense	E	MO-2013-2499	MH880287; MH880288; MH880289; MH880290;MH880291; MH880292	NULL	Complete genome			NULL	Bourbon virus	BRBV	NULL	1	202212930	invertebrates, vertebrates	ssRNA(-)	11288
Thogotovirus ozense	E	EH8	LC320123; LC320124; LC320125; LC320126; LC320127; LC320128	NC_040735; NC_040734; NC_040733; NC_040732; NC_040731; NC_040730	Complete genome			NULL	Oz virus	OZV	NULL	1	202212931	invertebrates, vertebrates	ssRNA(-)	11289
Thogotovirus thailandense	E	THOV/Boophilus sp./Thailand	MN095539; MN095540; MN095541; MN095542; MN095543; MN095544	NULL	Complete coding genome			NULL	Thailand tick thogotovirus	TT-THOV	NULL	1	202212932	invertebrates, vertebrates	ssRNA(-)	11290
Thogotovirus sinuense	E	CoB 38d	KX949591; KX949590; KX949589; KX949588; KX949587; KX949586	NULL	Complete genome			NULL	Sinu virus	SINUV	NULL	1	202212933	invertebrates, vertebrates	ssRNA(-)	11291
Doupovirus australiaense	E	mos172X59831	MF176268	NULL	Complete coding genome			NULL	Culex mononega-like virus 2	CMLV-2	NULL	1	202212935	invertebrates	ssRNA(-)	11292
Gambievirus senegalense	E	1	KX148553	NC_038931	Complete coding genome			NULL	Gambie virus	GAMV	NULL	1	202212939	invertebrates	ssRNA(-)	11293
Gylbovirus aagae	E	RML-12	MH037149	NULL	Complete coding genome			NULL	Aedes anphevirus	AeAV	NULL	1	202212941	invertebrates	ssRNA(-)	11294
Madalivirus amapaense	E	AMA	MH822965	NULL	Complete coding genome			NULL	Anopheles marajoara virus	AnMV	NULL	1	202212944	invertebrates	ssRNA(-)	11295
Madalivirus amazonaense	E	AnDV	MH822964	NULL	Complete coding genome			NULL	Anopheles darlingi virus		NULL	1	202212945	invertebrates	ssRNA(-)	11296
Pelmivirus eymattense	E	MAN	MW288226	NULL	Complete coding genome			NULL	hymenopteran anphe-related virus OKIAV71	HARV-71	NULL	1	202212947	invertebrates	ssRNA(-)	11297
Triniovirus yonagoense	E	17CxIT-T4-F29	LC514055	NULL	Complete coding genome			NULL	Culex tritaeniorhynchus anphevirus	CtAV	NULL	1	202212949	invertebrates	ssRNA(-)	11298
Ulegvirus freckenfeldense	E	OKIAV59	MT153376	NULL	Complete coding genome			NULL	odonatan anphe-related virus OKIAV59	OARV-59	NULL	1	202212951	invertebrates	ssRNA(-)	11299
Orthodiscovirus penicillii	E	MUT2146	MN163273; MN163274; MG887749	NULL	Complete coding genome			NULL	Penicillium roseopurpureum negative ssRNA virus 1	PrNssV-1	NULL	1	202212954	fungi	ssRNA(-)	11300
Orthodiscovirus missouriense	E	St. Louise Primary Isolate	MF142460; MF142459; MF142458	NULL	Complete coding genome			NULL	Penicillium discovirus	PDV	NULL	1	202212955	fungi	ssRNA(-)	11301
Orthodiscovirus coniellae	E	CREA-VE-6SY1	MN532680; MN532679; MK584854	NULL	Complete coding genome			NULL	Coniothyrium diplodiella negative-stranded RNA virus 1	CdNSRV-1	NULL	1	202212956	fungi	ssRNA(-)	11302
Turbidovirus anselm	E		MF919490	NC_054805	Complete genome			NULL	Mycobacterium phage Anselm		NULL	1	202212637	bacteria	dsDNA	11075
Turbidovirus benvolio	E		MK919472	NC_054806	Complete genome			NULL	Mycobacterium phage Benvolio		NULL	1	202212638	bacteria	dsDNA	11076
Turbidovirus bugsy	E		MN585998	NC_054807	Complete genome			NULL	Mycobacterium phage Bugsy		NULL	1	202212639	bacteria	dsDNA	11077
Turbidovirus centaur	E		MK061408	NC_054808	Complete genome			NULL	Mycobacterium phage Centaur		NULL	1	202212640	bacteria	dsDNA	11078
Turbidovirus evilgenius	E		KU985093	NC_031263	Complete genome			NULL	Mycobacterium phage EvilGenius		NULL	1	202212641	bacteria	dsDNA	11079
Turbidovirus fameo	E		MH051252	NC_054809	Complete genome			NULL	Mycobacterium phage Fameo		NULL	1	202212642	bacteria	dsDNA	11080
Turbidovirus georgie2	E		MT498066	NC_054810	Complete genome			NULL	Mycobacterium phage Georgie2		NULL	1	202212643	bacteria	dsDNA	11081
Turbidovirus heffalump	E		KY965065	NC_054811	Complete genome			NULL	Mycobacterium phage Heffalump		NULL	1	202212644	bacteria	dsDNA	11082
Turbidovirus joshkayV	E		MF472896	NC_054812	Complete genome			NULL	Mycobacterium phage JoshKayV		NULL	1	202212645	bacteria	dsDNA	11083
Turbidovirus larenn	E		KM677210	NC_028877	Complete genome			NULL	Mycobacterium phage Larenn		NULL	1	202212646	bacteria	dsDNA	11084
Turbidovirus malec	E		MK284522	NC_054813	Complete genome			NULL	Mycobacterium phage Malec		NULL	1	202212647	bacteria	dsDNA	11085
Turbidovirus piro94	E		KM197169	NC_028794	Complete genome			NULL	Mycobacterium phage Piro94		NULL	1	202212648	bacteria	dsDNA	11086
Bongovirus reindeer	E		MT658803	NC_053516	Complete genome			NULL	Mycobacterium phage Reindeer		NULL	1	202212679	bacteria	dsDNA	11109
Bronvirus silverleaf	E		MK494092	NC_055790	Complete genome			NULL	Mycobacterium phage Silverleaf		NULL	1	202212680	bacteria	dsDNA	11110
Bronvirus dirkdirk	E		MN617841	NC_055827	Complete genome			NULL	Mycobacterium phage DirkDirk		NULL	1	202212681	bacteria	dsDNA	11111
Bronvirus ohshaghennessy	E		MW435855	NC_055918	Complete genome			NULL	Mycobacterium phage OhShagHennessy		NULL	1	202212682	bacteria	dsDNA	11112
Bronvirus cicholasnage	E		MK310144	NC_055786	Complete genome			NULL	Mycobacterium phage CicholasNage		NULL	1	202212683	bacteria	dsDNA	11113
Vividuovirus jabberwocky	E		MN329673	NC_055818	Complete genome			NULL	Gordonia phage Jabberwocky		NULL	1	202212684	bacteria	dsDNA	11114
Vividuovirus barsten	E		MT498035	NC_055856	Complete genome			NULL	Gordonia phage Barsten		NULL	1	202212685	bacteria	dsDNA	11115
Vividuovirus geodirt	E		MH976512	NC_055776	Complete genome			NULL	Gordonia phage Geodirt		NULL	1	202212686	bacteria	dsDNA	11116
Vividuovirus stultus	E		MH976518	NC_055778	Complete genome			NULL	Gordonia phage Stultus		NULL	1	202212687	bacteria	dsDNA	11117
Vividuovirus bibwit	E		MH976508	NC_055774	Complete genome			NULL	Gordonia phage Bibwit		NULL	1	202212688	bacteria	dsDNA	11118
Vividuovirus keitabear	E		MN329677	NC_055819	Complete genome			NULL	Gordonia phage Keitabear		NULL	1	202212689	bacteria	dsDNA	11119
Vividuovirus ailee	E		MH976507	NC_055773	Complete genome			NULL	Gordonia phage Ailee		NULL	1	202212690	bacteria	dsDNA	11120
Vividuovirus fosterous	E		MH976510	NC_055775	Complete genome			NULL	Gordonia phage Fosterous		NULL	1	202212691	bacteria	dsDNA	11121
Vividuovirus rofo	E		MH479924	NC_055753	Complete genome			NULL	Gordonia phage Rofo		NULL	1	202212692	bacteria	dsDNA	11122
Vividuovirus tangent	E		MH976519	NC_055779	Complete genome			NULL	Gordonia phage Tangent		NULL	1	202212693	bacteria	dsDNA	11123
Vividuovirus angelicage	E		MH651166	NC_055762	Complete genome			NULL	Gordonia phage Angelicage		NULL	1	202212694	bacteria	dsDNA	11124
Vividuovirus nordenberg	E		MH976514	NC_055777	Complete genome			NULL	Gordonia phage Nordenberg		NULL	1	202212695	bacteria	dsDNA	11125
Vividuovirus galadriel	E		MK937594	NC_055803	Complete genome			NULL	Gordonia phage Galadriel		NULL	1	202212696	bacteria	dsDNA	11126
Vividuovirus mckinley	E		MK977702	NC_055808	Complete genome			NULL	Gordonia phage McKinley		NULL	1	202212697	bacteria	dsDNA	11127
Vividuovirus paries	E		MT639640	NC_055859	Complete genome			NULL	Gordonia phage Paries		NULL	1	202212698	bacteria	dsDNA	11128
Vividuovirus love	E		MT723934	NC_055864	Complete genome			NULL	Gordonia phage Love		NULL	1	202212699	bacteria	dsDNA	11129
Aminayvirus aminay	E		MH509442	NC_051588	Complete genome			NULL	Mycobacterium phage Aminay		NULL	1	202212702	bacteria	dsDNA	11130
Fionnbharthvirus fionnbharth	E		JN831653	NC_027365	Complete genome			NULL	Mycobacterium phage Fionnbharth		NULL	1	202212704	bacteria	dsDNA	11131
Fionnbharthvirus henu3	E		MK224497	NC_051589	Complete genome			NULL	Mycobacterium phage Henu3		NULL	1	202212705	bacteria	dsDNA	11132
Fionnbharthvirus eponine	E		MN945904	NC_051590	Complete genome			NULL	Mycobacterium phage Eponine		NULL	1	202212706	bacteria	dsDNA	11133
Fionnbharthvirus taquito	E		KX621007	NC_051591	Complete genome			NULL	Mycobacterium phage Taquito		NULL	1	202212707	bacteria	dsDNA	11134
Fionnbharthvirus patt	E		MK524488	NC_051592	Complete genome			NULL	Mycobacterium phage Patt		NULL	1	202212708	bacteria	dsDNA	11135
Kratiovirus kratio	E		KM923971	NC_028947	Complete genome			NULL	Mycobacterium phage Kratio		NULL	1	202212710	bacteria	dsDNA	11136
Kratiovirus collard	E		MH651171	NC_051593	Complete genome			NULL	Mycobacterium phage Collard		NULL	1	202212711	bacteria	dsDNA	11137
Kratiovirus gengar	E		KX636165	NC_031035	Complete genome			NULL	Mycobacterium phage Gengar		NULL	1	202212712	bacteria	dsDNA	11138
Kratiovirus leston	E		MH051255	NC_051594	Complete genome			NULL	Mycobacterium phage Leston		NULL	1	202212713	bacteria	dsDNA	11139
Kratiovirus omnicron	E		KM363596	NC_028832	Complete genome			NULL	Mycobacterium phage Omnicron		NULL	1	202212714	bacteria	dsDNA	11140
Kratiovirus paola	E		MG962374	NC_051595	Complete genome			NULL	Mycobacterium phage Paola		NULL	1	202212715	bacteria	dsDNA	11141
Kratiovirus rando14	E		MH697592	NC_051596	Complete genome			NULL	Mycobacterium phage Rando14		NULL	1	202212716	bacteria	dsDNA	11142
Kratiovirus thyatira	E		MH576966	NC_051597	Complete genome			NULL	Mycobacterium phage Thyatira		NULL	1	202212717	bacteria	dsDNA	11143
Timquatrovirus findley	E		MF140411	NC_051598	Complete genome			NULL	Mycobacterium phage Findley		NULL	1	202212718	bacteria	dsDNA	11144
Timquatrovirus mufasa	E		KT591490	NC_028759	Complete genome			NULL	Mycobacterium phage Mufasa		NULL	1	202212719	bacteria	dsDNA	11145
