species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule
Gredihovirus soladaptatum	E		BK013566	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_42		NULL	1	202111180	bacteria	ssRNA(+)
Gredihovirus solenecus	E		BK013506	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_16		NULL	1	202111182	bacteria	ssRNA(+)
Gredihovirus solicola	E		BK013410	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_1		NULL	1	202111181	bacteria	ssRNA(+)
Gredihovirus solihabitans	E		BK013829	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_29		NULL	1	202111183	bacteria	ssRNA(+)
Gredihovirus solivicinum	E		BK013507	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_30		NULL	1	202111184	bacteria	ssRNA(+)
Gredihovirus solivivens	E		BK013430	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_31		NULL	1	202111185	bacteria	ssRNA(+)
Gredihovirus telluradaptatum	E		BK013550	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_25		NULL	1	202111198	bacteria	ssRNA(+)
Gredihovirus tellurenecus	E		BK013457	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_3		NULL	1	202111200	bacteria	ssRNA(+)
Gredihovirus telluricola	E		BK013999	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_27		NULL	1	202111199	bacteria	ssRNA(+)
Gredihovirus tellurihabitans	E		BK013559	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_4		NULL	1	202111201	bacteria	ssRNA(+)
Gredihovirus tellurivicinum	E		BK013881	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_40		NULL	1	202111202	bacteria	ssRNA(+)
Gredihovirus tellurivivens	E		BK013459	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_46		NULL	1	202111203	bacteria	ssRNA(+)
Gredihovirus terradaptatum	E		BK013568	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_52		NULL	1	202111204	bacteria	ssRNA(+)
Gredihovirus terrenecus	E		BK013402	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_58		NULL	1	202111206	bacteria	ssRNA(+)
Gredihovirus terricola	E		BK013939	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_56		NULL	1	202111205	bacteria	ssRNA(+)
Gredihovirus terrihabitans	E		BK013541	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_6		NULL	1	202111207	bacteria	ssRNA(+)
Gredihovirus terrivicinum	E		BK013394	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_17		NULL	1	202111209	bacteria	ssRNA(+)
Gredihovirus terrivivens	E		BK013837	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_2		NULL	1	202111210	bacteria	ssRNA(+)
Gulmivirus arvadaptatum	E		BK013500	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_26		NULL	1	202111231	bacteria	ssRNA(+)
Gulmivirus arvenecus	E		BK013470	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_27		NULL	1	202111233	bacteria	ssRNA(+)
Gulmivirus arvicola	E		BK013942	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_26		NULL	1	202111232	bacteria	ssRNA(+)
Gulmivirus arvihabitans	E		BK013393	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_27		NULL	1	202111236	bacteria	ssRNA(+)
Gulmivirus arvivicinum	E		BK013997	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.4_11		NULL	1	202111237	bacteria	ssRNA(+)
Gulmivirus asiohabitans	E		BK013578	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960507_11		NULL	1	202111234	bacteria	ssRNA(+)
Gulmivirus asiovicinum	E		BK014048	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960507_12		NULL	1	202111235	bacteria	ssRNA(+)
Gulmivirus asiovivens	E		BK014179	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR7976301_12		NULL	1	202111230	bacteria	ssRNA(+)
Hahkesevirus borborocola	E		BK013588	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960799_36		NULL	1	202111239	bacteria	ssRNA(+)
Henifovirus borborovivens	E		BK014178	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR7976301_10		NULL	1	202111241	bacteria	ssRNA(+)
Henifovirus caenadaptatum	E		BK014184	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR7976310_14		NULL	1	202111242	bacteria	ssRNA(+)
Hohltdevirus edaphenecus	E		BK013894	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_15		NULL	1	202111244	bacteria	ssRNA(+)
Hohltdevirus edaphocola	E		BK013801	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_21		NULL	1	202111245	bacteria	ssRNA(+)
Hohrdovirus caenivivens	E		BK014138	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6255733_4		NULL	1	202111258	bacteria	ssRNA(+)
Hohrdovirus edaphohabitans	E		BK013451	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.1_1		NULL	1	202111247	bacteria	ssRNA(+)
Hohrdovirus edaphovicinum	E		BK013964	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.1_2		NULL	1	202111248	bacteria	ssRNA(+)
Hohrdovirus edaphovivens	E		BK013985	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.3_12		NULL	1	202111249	bacteria	ssRNA(+)
Hohrdovirus limadaptatum	E		BK014148	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960549_5		NULL	1	202111259	bacteria	ssRNA(+)
Hohrdovirus pedadaptatum	E		BK013955	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_16		NULL	1	202111250	bacteria	ssRNA(+)
Hohrdovirus pedenecus	E		BK014026	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_4		NULL	1	202111252	bacteria	ssRNA(+)
Hohrdovirus pedocola	E		BK013527	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_24		NULL	1	202111251	bacteria	ssRNA(+)
Hohrdovirus pedohabitans	E		BK013385	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.2_8		NULL	1	202111253	bacteria	ssRNA(+)
Hohrdovirus pedovicinum	E		BK013552	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_12		NULL	1	202111254	bacteria	ssRNA(+)
Hohrdovirus pedovivens	E		BK013510	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_2		NULL	1	202111255	bacteria	ssRNA(+)
Hohrdovirus soladaptatum	E		BK013441	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_15		NULL	1	202111256	bacteria	ssRNA(+)
Hohrdovirus solenecus	E		BK013836	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_25		NULL	1	202111260	bacteria	ssRNA(+)
Hohrdovirus solicola	E		BK013556	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.3_16		NULL	1	202111257	bacteria	ssRNA(+)
Hohrdovirus solihabitans	E		BK013467	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_5		NULL	1	202111261	bacteria	ssRNA(+)
Huhbevirus chthonadaptatum	E		BK013488	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.3_16		NULL	1	202111266	bacteria	ssRNA(+)
Huhbevirus chthonenecus	E		BK013504	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_18		NULL	1	202111267	bacteria	ssRNA(+)
Huhbevirus chthonocola	E		BK013557	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.4_7		NULL	1	202111263	bacteria	ssRNA(+)
Huhbevirus chthonohabitans	E		BK013769	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_20		NULL	1	202111268	bacteria	ssRNA(+)
Huhbevirus chthonovicinum	E		BK013871	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_63		NULL	1	202111269	bacteria	ssRNA(+)
Huhbevirus chthonovivens	E		BK013424	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_64		NULL	1	202111270	bacteria	ssRNA(+)
Huhbevirus geoadaptatum	E		BK013953	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_13		NULL	1	202111271	bacteria	ssRNA(+)
Huhbevirus solivicinum	E		BK013950	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.1_5		NULL	1	202111264	bacteria	ssRNA(+)
Huhbevirus solivivens	E		BK013426	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_22		NULL	1	202111265	bacteria	ssRNA(+)
Huohcivirus geoenecus	E		BK013963	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_17		NULL	1	202111273	bacteria	ssRNA(+)
Huylevirus limihabitans	E		BK013659	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR5467091_10		NULL	1	202111275	bacteria	ssRNA(+)
Hyjrovirus geohabitans	E		BK013897	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.4_16		NULL	1	202111277	bacteria	ssRNA(+)
Hylipavirus geovicinum	E		BK013798	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.2_2		NULL	1	202111279	bacteria	ssRNA(+)
Iwahcevirus pelovicinum	E		BK013601	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960799_32		NULL	1	202111281	bacteria	ssRNA(+)
Jiforsuvirus asiadaptatum	E		BK013658	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR5467091_16		NULL	1	202111283	bacteria	ssRNA(+)
Kecijavirus borborocola	E		BK014199	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR7976325_26		NULL	1	202111285	bacteria	ssRNA(+)
Kecuhnavirus borborohabitans	E		BK014161	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960802_5		NULL	1	202111287	bacteria	ssRNA(+)
Kecuhnavirus borborovicinum	E		BK014216	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR7976357_12		NULL	1	202111289	bacteria	ssRNA(+)
Kecuhnavirus terrivicinum	E		BK013423	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_13		NULL	1	202111288	bacteria	ssRNA(+)
Kehruavirus agradaptatum	E		BK013567	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.3_5		NULL	1	202111298	bacteria	ssRNA(+)
Kehruavirus agricola	E		BK013937	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.4_13		NULL	1	202111299	bacteria	ssRNA(+)
Kehruavirus humadaptatum	E		BK013481	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_13		NULL	1	202111291	bacteria	ssRNA(+)
Kehruavirus humenecus	E		BK013932	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.4_17		NULL	1	202111294	bacteria	ssRNA(+)
Kehruavirus humicola	E		BK013830	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.3_7		NULL	1	202111293	bacteria	ssRNA(+)
Kehruavirus humihabitans	E		BK013476	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.2_3		NULL	1	202111295	bacteria	ssRNA(+)
Kehruavirus humivicinum	E		BK013887	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_26		NULL	1	202111296	bacteria	ssRNA(+)
Kehruavirus humivivens	E		BK013834	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_29		NULL	1	202111297	bacteria	ssRNA(+)
Kehruavirus terrivivens	E		BK013465	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.1_14		NULL	1	202111292	bacteria	ssRNA(+)
Kihsiravirus limivicinum	E		BK014196	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR7976325_28		NULL	1	202111301	bacteria	ssRNA(+)
Kinglevirus lutadaptatum	E		BK014080	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR5466337_3		NULL	1	202111303	bacteria	ssRNA(+)
Kyanivirus asiadaptatum	E		BK013734	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR7976310_16		NULL	1	202111306	bacteria	ssRNA(+)
Kyanivirus pelovivens	E		BK013596	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960799_40		NULL	1	202111305	bacteria	ssRNA(+)
Laimuvirus asiocola	E		BK013671	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6255733_6		NULL	1	202111308	bacteria	ssRNA(+)
Lazuovirus agrenecus	E		BK013914	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_15		NULL	1	202111310	bacteria	ssRNA(+)
Lehptavirus agrihabitans	E		BK013993	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_17		NULL	1	202111313	bacteria	ssRNA(+)
Lehptavirus agrivicinum	E		BK013943	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_29		NULL	1	202111314	bacteria	ssRNA(+)
Lehptavirus agrivivens	E		BK013878	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_50		NULL	1	202111315	bacteria	ssRNA(+)
Lehptavirus choradaptatum	E		BK013389	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_8		NULL	1	202111316	bacteria	ssRNA(+)
Lehptavirus chorenecus	E		BK013872	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_2		NULL	1	202111317	bacteria	ssRNA(+)
Lehptavirus chorocola	E		BK013968	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_4		NULL	1	202111312	bacteria	ssRNA(+)
Lihvevirus borborenecus	E		BK014152	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960549_9		NULL	1	202111319	bacteria	ssRNA(+)
Limaivirus borborocola	E		BK013641	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR5466727_9		NULL	1	202111321	bacteria	ssRNA(+)
Limaivirus borborohabitans	E		BK014114	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR5467090_7		NULL	1	202111322	bacteria	ssRNA(+)
Lomnativirus arvihabitans	E		BK013864	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.3_9		NULL	1	202111324	bacteria	ssRNA(+)
Loptevirus arvivicinum	E		BK013538	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_65		NULL	1	202111326	bacteria	ssRNA(+)
Loptevirus arvivivens	E		BK013446	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_17		NULL	1	202111328	bacteria	ssRNA(+)
Loptevirus caenenecus	E		BK014064	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960799_34		NULL	1	202111327	bacteria	ssRNA(+)
Luloavirus caenihabitans	E		BK013694	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960551_14		NULL	1	202111332	bacteria	ssRNA(+)
Luloavirus edaphadaptatum	E		BK013563	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_16		NULL	1	202111331	bacteria	ssRNA(+)
Luloavirus edaphenecus	E		BK014030	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.4_10		NULL	1	202111330	bacteria	ssRNA(+)
Luloavirus edaphocola	E		BK013857	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_13		NULL	1	202111333	bacteria	ssRNA(+)
Lygehevirus pedocola	E		BK013486	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.4_26		NULL	1	202111335	bacteria	ssRNA(+)
Lyndovirus caenivicinum	E		BK014144	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960509_17		NULL	1	202111337	bacteria	ssRNA(+)
Mahdsavirus limadaptatum	E		BK013599	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960799_39		NULL	1	202111339	bacteria	ssRNA(+)
Mahjnavirus limenecus	E		BK013712	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR7976299_18		NULL	1	202111341	bacteria	ssRNA(+)
Metsavirus lutivivens	E		BK014193	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR7976325_27		NULL	1	202111343	bacteria	ssRNA(+)
Milihnovirus solihabitans	E		BK014024	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_6		NULL	1	202111345	bacteria	ssRNA(+)
Minusuvirus solivicinum	E		BK014007	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_7		NULL	1	202111347	bacteria	ssRNA(+)
Mocruvirus chthonadaptatum	E		BK013851	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_34		NULL	1	202111351	bacteria	ssRNA(+)
Mocruvirus chthonocola	E		BK013954	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.4_14		NULL	1	202111349	bacteria	ssRNA(+)
Mocruvirus solivivens	E		BK014043	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_33		NULL	1	202111350	bacteria	ssRNA(+)
Molucevirus chthonohabitans	E		BK013809	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_46		NULL	1	202111353	bacteria	ssRNA(+)
Molucevirus chthonovicinum	E		BK013516	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_45		NULL	1	202111354	bacteria	ssRNA(+)
Molucevirus chthonovivens	E		BK013512	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_47		NULL	1	202111355	bacteria	ssRNA(+)
Molucevirus geoadaptatum	E		BK013484	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_48		NULL	1	202111356	bacteria	ssRNA(+)
Nehumivirus tellurihabitans	E		BK013890	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_28		NULL	1	202111358	bacteria	ssRNA(+)
Nihlwovirus limenecus	E		BK014133	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6253161_3		NULL	1	202111360	bacteria	ssRNA(+)
Nihlwovirus limicola	E		BK014139	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6255733_5		NULL	1	202111361	bacteria	ssRNA(+)
Ociwvivirus luticola	E		BK013691	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960549_6		NULL	1	202111363	bacteria	ssRNA(+)
Pahspavirus humihabitans	E		BK013970	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_25		NULL	1	202111365	bacteria	ssRNA(+)
Patimovirus humivicinum	E		BK013858	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_13		NULL	1	202111367	bacteria	ssRNA(+)
Pepusduvirus humivivens	E		BK013844	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.4_25		NULL	1	202111369	bacteria	ssRNA(+)
Phulihavirus agrenecus	E		BK014014	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_47		NULL	1	202111371	bacteria	ssRNA(+)
Pirifovirus chorenecus	E		BK013920	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_21		NULL	1	202111374	bacteria	ssRNA(+)
Pirifovirus chorohabitans	E		BK013572	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_37		NULL	1	202111373	bacteria	ssRNA(+)
Pirifovirus chorovicinum	E		BK014041	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_45		NULL	1	202111375	bacteria	ssRNA(+)
Podtsbuvirus caenenecus	E		BK014121	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR5467091_14		NULL	1	202111377	bacteria	ssRNA(+)
Pohlodivirus arvihabitans	E		BK013419	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_11		NULL	1	202111379	bacteria	ssRNA(+)
Psiaduvirus pedadaptatum	E		BK013988	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_24		NULL	1	202111381	bacteria	ssRNA(+)
Psouhdivirus caenivivens	E		BK014090	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR5466369_3		NULL	1	202111384	bacteria	ssRNA(+)
Psouhdivirus limadaptatum	E		BK013668	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6050698_2		NULL	1	202111385	bacteria	ssRNA(+)
Psouhdivirus limenecus	E		BK014137	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6255513_1		NULL	1	202111386	bacteria	ssRNA(+)
Psouhdivirus limicola	E		BK013595	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR6960799_38		NULL	1	202111387	bacteria	ssRNA(+)
Psouhdivirus limihabitans	E		BK013733	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage SRR7976310_15		NULL	1	202111388	bacteria	ssRNA(+)
Psouhdivirus pedohabitans	E		BK013825	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_22		NULL	1	202111383	bacteria	ssRNA(+)
Psouhdivirus pedovicinum	E		BK013384	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.3_6		NULL	1	202111389	bacteria	ssRNA(+)
Puduphavirus pedovivens	E		BK013447	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.1_20		NULL	1	202111391	bacteria	ssRNA(+)
Pujohnavirus chthonadaptatum	E		BK013540	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gephyllon.4_20		NULL	1	202111399	bacteria	ssRNA(+)
Pujohnavirus chthonenecus	E		BK013790	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_23		NULL	1	202111401	bacteria	ssRNA(+)
Pujohnavirus chthonocola	E		BK013917	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.1_27		NULL	1	202111400	bacteria	ssRNA(+)
Pujohnavirus chthonohabitans	E		BK013466	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.2_4		NULL	1	202111402	bacteria	ssRNA(+)
Pujohnavirus chthonovicinum	E		BK013926	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_12		NULL	1	202111403	bacteria	ssRNA(+)
Pujohnavirus chthonovivens	E		BK013969	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_14		NULL	1	202111404	bacteria	ssRNA(+)
Pujohnavirus geoadaptatum	E		BK013553	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_57		NULL	1	202111405	bacteria	ssRNA(+)
Pujohnavirus geocola	E		BK013546	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_62		NULL	1	202111406	bacteria	ssRNA(+)
Pujohnavirus geoenecus	E		BK013477	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Gerhypos.4_9		NULL	1	202111407	bacteria	ssRNA(+)
Pujohnavirus geohabitans	E		BK013889	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.1_28		NULL	1	202111408	bacteria	ssRNA(+)
Pujohnavirus geovicinum	E		BK013407	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.2_5		NULL	1	202111409	bacteria	ssRNA(+)
Pujohnavirus geovivens	E		BK013561	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Zoerhiza.4_19		NULL	1	202111410	bacteria	ssRNA(+)
Pujohnavirus soladaptatum	E		BK013811	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_12		NULL	1	202111394	bacteria	ssRNA(+)
Pujohnavirus solenecus	E		BK013947	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_5		NULL	1	202111393	bacteria	ssRNA(+)
Pujohnavirus solicola	E		BK013989	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.2_45		NULL	1	202111395	bacteria	ssRNA(+)
Pujohnavirus solihabitans	E		BK013931	NULL	Complete coding genome	NULL	NULL	NULL	ssRNA phage Esthiorhiza.4_14		NULL	1	202111396	bacteria	ssRNA(+)
Casadabanvirus LPB1	E		HE584812	NULL	Complete genome	NULL	NULL	NULL	Pseudomonas phage LPB1		NULL	1	202100948	bacteria	dsDNA
Casadabanvirus MP22	E		DQ873690	NULL	Complete genome	NULL	NULL	NULL	Pseudomonas phage MP22		NULL	1	202100949	bacteria	dsDNA
Casadabanvirus MP29	E		EU272036	NULL	Complete genome	NULL	NULL	NULL	Pseudomonas phage MP29		NULL	1	202100950	bacteria	dsDNA
Casadabanvirus MP38	E		EU272037	NULL	Complete genome	NULL	NULL	NULL	Pseudomonas phage MP38		NULL	1	202100951	bacteria	dsDNA
Casadabanvirus PA1KOR	E		HM624080	NULL	Complete genome	NULL	NULL	NULL	Pseudomonas phage PA1/KOR/2010		NULL	1	202100952	bacteria	dsDNA
Cbastvirus ST	E		HQ634192	NULL	Complete genome	NULL	NULL	NULL	Cellulophaga phage phiST		NULL	1	202100883	bacteria	dsDNA
Cecivirus cv250	E		GU229986	NULL	Complete genome	NULL	NULL	NULL	Bacillus phage 250		NULL	1	202100885	bacteria	dsDNA
Cecivirus IEBH	E		EU874396	NULL	Complete genome	NULL	NULL	NULL	Bacillus phage IEBH		NULL	1	202100886	bacteria	dsDNA
