species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule	vmr_uid
Dyoupsilonpapillomavirus 1	E		JX123128	NULL	Complete genome	NULL	NULL	NULL	Eidolon helvum papillomavirus 1	EhPV1	NULL	4672	202204045	vertebrates	dsDNA	44
Dyoxipapillomavirus 1	E		DQ217793	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 7	BPV7	NULL	4673	202204047	vertebrates	dsDNA	45
Dyoxipapillomavirus 2	E		KU519394	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 19	BPV19	NULL	4674	202205868	vertebrates	dsDNA	46
Dyozetapapillomavirus 1	E		EU493092	NULL	Complete genome	NULL	NULL	NULL	Caretta caretta papillomavirus 1	CcPV1	NULL	4676	202204049	vertebrates	dsDNA	47
Epsilonpapillomavirus 1	E		AF457465	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 5	BPV5	NULL	4678	202204051	vertebrates	dsDNA	48
Epsilonpapillomavirus 2	E	BernieDPV	KU350625	NULL	Complete genome	NULL	NULL	NULL	Cervus elaphus papillomavirus 1	CePV1	NULL	4680	202205869	vertebrates	dsDNA	49
Etapapillomavirus 1	E		AY057109	NULL	Complete genome	NULL	NULL	NULL	Fringilla coelebs papillomavirus	FcPV1	NULL	4681	202204053	vertebrates	dsDNA	50
Gammapapillomavirus 1	E		X70827	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 4	HPV4	NULL	4682	202204055	vertebrates	dsDNA	51
Gammapapillomavirus 2	E		U31789	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 48	HPV48	NULL	4687	202204056	vertebrates	dsDNA	52
Gammapapillomavirus 3	E		U31790	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 50	HPV50	NULL	4689	202204057	vertebrates	dsDNA	53
Gammapapillomavirus 4	E		U31792	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 60	HPV60	NULL	4690	202204058	vertebrates	dsDNA	54
Gammapapillomavirus 5	E		EF467176	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 88	HPV88	NULL	4691	202204059	vertebrates	dsDNA	55
Gammapapillomavirus 6	E	Qv23954	DQ080081	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 101	HPV101	NULL	4692	202204060	vertebrates	dsDNA	56
Gammapapillomavirus 7	E		EU541441	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 109	HPV109	NULL	4695	202204061	vertebrates	dsDNA	57
Gammapapillomavirus 8	E		EU541442	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 112	HPV112	NULL	4703	202204062	vertebrates	dsDNA	58
Gammapapillomavirus 9	E		FJ804072	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 116	HPV116	NULL	4708	202204063	vertebrates	dsDNA	59
Gammapapillomavirus 10	E	NJ3301	GQ845443	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 121	HPV121	NULL	4710	202204064	vertebrates	dsDNA	60
Gammapapillomavirus 11	E		AB646346	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 126	HPV126	NULL	4715	202204065	vertebrates	dsDNA	61
Gammapapillomavirus 12	E	R3a	HM011570	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 127	HPV127	NULL	4723	202204066	vertebrates	dsDNA	62
Gammapapillomavirus 13	E		GU225708	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 128	HPV128	NULL	4730	202204067	vertebrates	dsDNA	63
Gammapapillomavirus 14	E	27-49	GU117631	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 131	HPV131	NULL	4732	202204068	vertebrates	dsDNA	64
Gammapapillomavirus 15	E	NJ3500	HM999987	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 135	HPV135	NULL	4733	202204069	vertebrates	dsDNA	65
Gammapapillomavirus 16	E	NJ2801H	HM999989	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 137	HPV137	NULL	4736	202204070	vertebrates	dsDNA	66
Gammapapillomavirus 17	E	CL3740	HM999996	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 144	HPV144	NULL	4737	202204071	vertebrates	dsDNA	67
Gammapapillomavirus 18	E	GC01	JX429973	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 156	HPV156	NULL	4738	202204072	vertebrates	dsDNA	68
Gammapapillomavirus 19	E	KC1	JX413109	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 161	HPV161	NULL	4739	202204073	vertebrates	dsDNA	69
Gammapapillomavirus 20	E	KC3	JX413107	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 163	HPV163	NULL	4742	202204074	vertebrates	dsDNA	70
Gammapapillomavirus 21	E	KC10	KC862318	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 167	HPV167	NULL	4743	202204075	vertebrates	dsDNA	71
Gammapapillomavirus 22	E		KF006399	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 172	HPV172	NULL	4744	202204076	vertebrates	dsDNA	72
Gammapapillomavirus 23	E	SE87	KC108721	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 175	HPV175	NULL	4745	202204077	vertebrates	dsDNA	73
Gammapapillomavirus 24	E		KJ130020	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 178	HPV178	NULL	4746	202204078	vertebrates	dsDNA	74
Gammapapillomavirus 25	E	SIBX17	HG530535	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 184	HPV184	NULL	4748	202204079	vertebrates	dsDNA	75
Gammapapillomavirus 26	E	ACS447	KR816174	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 187	HPV187	NULL	4749	202204080	vertebrates	dsDNA	76
Gammapapillomavirus 27	E		KP692115	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 201	HPV201	NULL	4750	202205870	vertebrates	dsDNA	77
Iotapapillomavirus 1	E		U01834	NULL	Complete genome	NULL	NULL	NULL	Mastomys natalensis papillomavirus 1	MnPV1	NULL	4751	202204082	vertebrates	dsDNA	78
Iotapapillomavirus 2	E	M-14	JF755418	NULL	Complete genome	NULL	NULL	NULL	Peromyscus papillomavirus 1	PmPV1	NULL	4754	202205871	vertebrates	dsDNA	79
Kappapapillomavirus 1	E		AF227240	NULL	Complete genome	NULL	NULL	NULL	Oryctolagus cuniculus papillomavirus 1	OcPV1	NULL	4755	202204084	vertebrates	dsDNA	80
Kappapapillomavirus 2	E		K02708	NULL	Complete genome	NULL	NULL	NULL	Sylvilagus floridanus papillomavirus 1	SfPV1	NULL	4756	202204085	vertebrates	dsDNA	81
Lambdapapillomavirus 1	E		AF480454	NULL	Complete genome	NULL	NULL	NULL	Felis domesticus papillomavirus 1	FcaPV1	NULL	4757	202204087	vertebrates	dsDNA	82
Lambdapapillomavirus 2	E	Y62	D55633	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris oral papillomavirus 1	CPV1	NULL	4762	202204088	vertebrates	dsDNA	83
Lambdapapillomavirus 3	E	Zurich	FJ492744	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris papillomavirus 6	CPV6	NULL	4763	202204089	vertebrates	dsDNA	84
Lambdapapillomavirus 4	E	Z146-02	AY763115	NULL	Complete genome	NULL	NULL	NULL	Procyon lotor papillomavirus 1	PlPV1	NULL	4764	202204090	vertebrates	dsDNA	85
Lambdapapillomavirus 5	E		HQ585856	NULL	Complete genome	NULL	NULL	NULL	Crocuta crocuta papillomavirus 1	CcrPV1	NULL	4766	202204091	vertebrates	dsDNA	86
Mupapillomavirus 1	E		V01116	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 1	HPV1	NULL	4767	202204093	vertebrates	dsDNA	87
Mupapillomavirus 2	E		X70828	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 63	HPV63	NULL	4768	202204094	vertebrates	dsDNA	88
Mupapillomavirus 3	E	A342	KP769769	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 204	HPV204	NULL	4769	202204095	vertebrates	dsDNA	89
Nupapillomavirus 1	E		X56147	NULL	Complete genome	NULL	NULL	NULL	human papillomavirus 41	HPV41	NULL	4770	202204097	vertebrates	dsDNA	90
Omegapapillomavirus 1	E		EF536349	NULL	Complete genome	NULL	NULL	NULL	Ursus maritimus papillomavirus 1	UmPV1	NULL	4771	202204099	vertebrates	dsDNA	91
Omikronpapillomavirus 1	E		AJ238373	NULL	Complete genome	NULL	NULL	NULL	Phocoena spinipinnis papillomavirus	PsPV1	NULL	4772	202204101	vertebrates	dsDNA	92
Phipapillomavirus 1	E		DQ091200	NULL	Complete genome	NULL	NULL	NULL	Capra hircus papillomavirus 1	ChPV1	NULL	4776	202204103	vertebrates	dsDNA	93
Pipapillomavirus 1	E	APV10	HG530538	NULL	Complete genome	NULL	NULL	NULL	Mesocricetus auratus papillomavirus 1	MaPV1	NULL	4777	202204105	vertebrates	dsDNA	94
Pipapillomavirus 2	E		DQ664501	NULL	Complete genome	NULL	NULL	NULL	Mastomys coucha papillomavirus 2	McPV2	NULL	4779	202204106	vertebrates	dsDNA	95
Psipapillomavirus 1	E		DQ366842	NULL	Complete genome	NULL	NULL	NULL	Rousettus aegyptiacus papillomavirus 1	RaPV1	NULL	4784	202204108	vertebrates	dsDNA	96
Psipapillomavirus 2	E		KX276957	NULL	Complete genome	NULL	NULL	NULL	Eidolon helvum papillomavirus 2	EhPV2	NULL	4785	202205872	vertebrates	dsDNA	97
Psipapillomavirus 3	E		KX276956	NULL	Complete genome	NULL	NULL	NULL	Eidolon helvum papillomavirus 3	EhPV3	NULL	4786	202205873	vertebrates	dsDNA	98
Rhopapillomavirus 1	E		AY609301	NULL	Complete genome	NULL	NULL	NULL	Trichechus manatus latirostris papillomavirus 1	TmPV1	NULL	4787	202204110	vertebrates	dsDNA	99
Rhopapillomavirus 2	E		KP205502	NULL	Complete genome	NULL	NULL	NULL	Trichechus manatus latirostris papillomavirus 3	TmPV3	NULL	4789	202204111	vertebrates	dsDNA	100
Sigmapapillomavirus 1	E		AY684126	NULL	Complete genome	NULL	NULL	NULL	Erethizon dorsatum papillomavirus 1	EdPV1	NULL	4791	202204113	vertebrates	dsDNA	101
Taupapillomavirus 1	E		AY722648	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris papillomavirus 2	CPV2	NULL	4792	202204115	vertebrates	dsDNA	102
Taupapillomavirus 2	E	Zurich/2011	JX141478	NULL	Complete genome	NULL	NULL	NULL	Canis familiaris papillomavirus 13	CPV13	NULL	4796	202204116	vertebrates	dsDNA	103
Taupapillomavirus 3	E	MyDave	JX972168	NULL	Complete genome	NULL	NULL	NULL	Felis catus papillomavirus 3	FcaPV3	NULL	4797	202204117	vertebrates	dsDNA	104
Taupapillomavirus 4	E		KF006988	NULL	Complete genome	NULL	NULL	NULL	Mustela putorius papillomavirus 1	MpPV1	NULL	4799	202205874	vertebrates	dsDNA	105
Thetapapillomavirus 1	E		AF502599	NULL	Complete genome	NULL	NULL	NULL	Psittacus erithacus papillomavirus 1	PePV1	NULL	4800	202204119	vertebrates	dsDNA	106
Treisdeltapapillomavirus 1	E		KC858266	NULL	Complete genome	NULL	NULL	NULL	Rhinolophus ferrumequinum papillomavirus 1	RfPV1	NULL	4801	202204121	vertebrates	dsDNA	107
Treisepsilonpapillomavirus 1	E	Crozier_2013	KJ173785	NULL	Complete genome	NULL	NULL	NULL	Pygoscelis adeliae papillomavirus	PaPV1	NULL	4802	202204123	vertebrates	dsDNA	108
Treisetapapillomavirus 1	E	ILAT 93957	KF857586	NULL	Complete genome	NULL	NULL	NULL	Vulpes vulpes papillomavirus 1	VvPV1	NULL	4804	202204125	vertebrates	dsDNA	109
Treisiotapapillomavirus 1	E		JQ814847	NULL	Complete genome	NULL	NULL	NULL	Myotis ricketti papillomavirus 1	MrPV1	NULL	4805	202205875	vertebrates	dsDNA	110
Treiskappapapillomavirus 1	E	NCSU	KU963288	NULL	Complete genome	NULL	NULL	NULL	Equus caballus papillomavirus 8	EcPV8	NULL	4806	202205877	vertebrates	dsDNA	111
Treisthetapapillomavirus 1	E	IZW 39/08	KP757765	NULL	Complete genome	NULL	NULL	NULL	Rusa timorensis papillomavirus 1	RtiPV1	NULL	4807	202205879	vertebrates	dsDNA	112
Treiszetapapillomavirus 1	E		KJ452243	NULL	Complete genome	NULL	NULL	NULL	Fulmarus glacialis papillomavirus 1	FgPV1	NULL	4808	202204127	vertebrates	dsDNA	113
Upsilonpapillomavirus 1	E		EU240894	NULL	Complete genome	NULL	NULL	NULL	Tursiops truncatus papillomavirus 1	TtPV1	NULL	4809	202204129	vertebrates	dsDNA	114
Upsilonpapillomavirus 2	E		AY956402	NULL	Complete genome	NULL	NULL	NULL	Tursiops truncatus papillomavirus 2	TtPV2	NULL	4814	202204130	vertebrates	dsDNA	115
Upsilonpapillomavirus 3	E		GU117622	NULL	Complete genome	NULL	NULL	NULL	Phocoena phocoena papillomavirus 2	PphPV2	NULL	4815	202204131	vertebrates	dsDNA	116
Xipapillomavirus 1	E		AF486184	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 3	BPV3	NULL	4816	202204133	vertebrates	dsDNA	117
Xipapillomavirus 2	E	PR000001	JF834523	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 12	BPV12	NULL	4824	202204134	vertebrates	dsDNA	118
Xipapillomavirus 3	E		KC810012	NULL	Complete genome	NULL	NULL	NULL	Rangifer tarandus papillomavirus 2	RtPV2	NULL	4825	202204135	vertebrates	dsDNA	119
Xipapillomavirus 4	E		KU519392	NULL	Complete genome	NULL	NULL	NULL	Bos taurus papillomavirus 17	BPV17	NULL	4826	202205881	vertebrates	dsDNA	120
Xipapillomavirus 5	E	S129/08.1	KT932712	NULL	Complete genome	NULL	NULL	NULL	Cervus elaphus papillomavirus 2	CePV2	NULL	4827	202205882	vertebrates	dsDNA	121
Zetapapillomavirus 1	E		AF498323	NULL	Complete genome	NULL	NULL	NULL	Equus caballus papillomavirus 1	EcPV1	NULL	4828	202204137	vertebrates	dsDNA	122
Alefpapillomavirus 1	E	SA9pv	KX643372	NULL	Complete genome	NULL	NULL	NULL	Sparus aurata papillomavirus 1	SaPV1	NULL	4829	202205884	vertebrates	dsDNA	123
Aquambidensovirus asteroid1	E		KM052275	NULL	Coding-complete genome	NULL	NULL	NULL	sea star-associated densovirus	SSaDV	NULL	4830	202204209	invertebrates	ssDNA(+/-)	124
Aquambidensovirus asteroid2	E		MN190158	NULL	Complete genome	NULL	NULL	NULL	Asterias forbesi-associated densovirus	AfaDV	NULL	4831	202214045	invertebrates	ssDNA(+/-)	125
Aquambidensovirus decapod1	E		KP410261	NULL	Coding-complete genome	NULL	NULL	NULL	Cherax quadricarinatus densovirus	CqDV	NULL	4832	202204212	invertebrates	ssDNA(+/-)	126
Aquambidensovirus ostreid1	E	CH-OY-1	KY548840	NULL	Coding-complete genome	NULL	NULL	NULL	Crassostrea ariakensis ambidensovirus 1	CaaDV	NULL	4833	202209264	invertebrates	ssDNA(+/-)	127
Blattambidensovirus blattodean1	E		AY189948	NULL	Complete genome	NULL	NULL	NULL	Blattella germanica densovirus 1	BgDV1	NULL	4834	202204211	invertebrates	ssDNA(+/-)	128
Blattambidensovirus incertum1	E		KU727766	NULL	Coding-complete genome	NULL	NULL	NULL	Parus major densovirus	PamDV	NULL	4835	202214046	invertebrates, vertebrates	ssDNA(+/-)	129
Blattambidensovirus incertum2	E	SAfia-838D	MN765191	NULL	Coding-complete genome	NULL	NULL	NULL	SAfia-838D_Ambidensovirus	SA838DDV	NULL	4836	202214047	invertebrates, vertebrates	ssDNA(+/-)	130
Blattambidensovirus incertum3	E	ADV-C17-S17	MN099038	NULL	Complete genome	NULL	NULL	NULL	Ambidensovirus_Croatia_17_S17	17_S17	NULL	4837	202214048	invertebrates	ssDNA(+/-)	131
Blattambidensovirus incertum4	E	BatDV/JR	MT734807	NULL	Complete genome	NULL	NULL	NULL	Bat-associated densovirus 3	BaDV3	NULL	4838	202214049	invertebrates	ssDNA(+/-)	132
Diciambidensovirus hemipteran1	E		KX165268	NULL	Complete genome	NULL	NULL	NULL	Diaphorina citri densovirus	DcDV	NULL	4839	202209266	invertebrates	ssDNA(+/-)	133
Diciambidensovirus hemipteran2	E		MN364694	NULL	Complete genome	NULL	NULL	NULL	Bactericera_trigonica_densovirus	BtDV	NULL	4840	202214050	invertebrates	ssDNA(+/-)	134
Diciambidensovirus incertum1	E	Safia-400D	MN765189	NULL	Coding-complete genome	NULL	NULL	NULL	SAfia-400D ambidensovirus	SA400DDV	NULL	4841	202214051	invertebrates	ssDNA(+/-)	135
Hemiambidensovirus hemipteran1	E		FJ040397	NULL	Complete genome	NULL	NULL	NULL	Dysaphis plantaginea densovirus 1	DplDV1	NULL	4842	202204215	invertebrates	ssDNA(+/-)	136
Hemiambidensovirus hemipteran2	E		AY148187	NULL	Complete genome	NULL	NULL	NULL	Myzus persicae densovirus 1	MpDV1	NULL	4843	202204216	invertebrates	ssDNA(+/-)	137
Iteradensovirus incertum1	E	BatDV/RD	MT734808	NULL	Complete genome	NULL	NULL	NULL	Bat-associated densovirus 5	BaDV5	NULL	4844	202214052	invertebrates	ssDNA(+/-)	138
Iteradensovirus incertum2	E		KX035107	NULL	Coding-complete genome	NULL	NULL	NULL	Human CSF-associated densovirus	HCSFaDV	NULL	4845	202214053	invertebrates	ssDNA(+/-)	139
Iteradensovirus lepidopteran1	E	HB	AY033435	NULL	Complete genome	NULL	NULL	NULL	Bombyx mori densovirus 1	BmDV1	NULL	4846	202204226	invertebrates	ssDNA	140
Iteradensovirus lepidopteran2	E		AF375296	NULL	Complete genome	NULL	NULL	NULL	Casphalia extranea densovirus	CeDV	NULL	4847	202204227	invertebrates	ssDNA	141
Iteradensovirus lepidopteran3	E		AY665654	NULL	Complete genome	NULL	NULL	NULL	Dendrolimus punctatus densovirus	DpDV	NULL	4848	202204228	invertebrates	ssDNA	142
Iteradensovirus lepidopteran4	E	IAF	JX110122	NULL	Complete genome	NULL	NULL	NULL	Papilio polyxenes densovirus	PpDV	NULL	4849	202204229	invertebrates	ssDNA	143
Iteradensovirus lepidopteran5	E	SDBH2010-1	HQ613271	NULL	Complete genome	NULL	NULL	NULL	Helicoverpa armigera densovirus	HaDV	NULL	4850	202204230	invertebrates	ssDNA	144
Orthopteran miniambidensovirus 1	E		KF275669	NULL	Complete genome	NULL	NULL	NULL	Acheta domestica mini ambidensovirus	AdMDV	NULL	4851	202204234	invertebrates	ssDNA(+/-)	145
Muscodensovirus dipteran1	E	HiDV/URU	MK643151	NULL	Coding-complete genome	NULL	NULL	NULL	Haematobia irritans densovirus	HiDV	NULL	4852	202209268	invertebrates	ssDNA(+/-)	146
Muscodensovirus dipteran2	E	BDV1/pool-1	MT498824	NULL	Complete genome	NULL	NULL	NULL	Broome densovirus	BrDV	NULL	4853	202214054	invertebrates	ssDNA(+/-)	147
Pefuambidensovirus blattodean1	E		AF192260	NULL	Complete genome	NULL	NULL	NULL	Periplaneta fuliginosa densovirus	PfDV	NULL	4854	202204210	invertebrates	ssDNA(+/-)	148
Pefuambidensovirus unionid1	E	CDnsV1/C47/2018	MT341473	NULL	Complete genome	NULL	NULL	NULL	Clinch densovirus 1	CDV1	NULL	4855	202214055	invertebrates	ssDNA(+/-)	149
Protoambidensovirus dipteran1	E		FJ810126	NULL	Complete genome	NULL	NULL	NULL	Culex pipiens densovirus	CpDV	NULL	4856	202204213	invertebrates	ssDNA(+/-)	150
