prev_taxid	new_taxid	proposal	notes	is_merged	is_split	is_moved	is_promoted	is_demoted	is_renamed	is_new	is_deleted	is_now_type	is_lineage_updated	msl
20151484	20161480	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151485	20161481	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151486	20161482	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151487	20161483	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151488	20161484	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151489	20161485	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151490	20161486	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151492	20161488	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151493	20161489	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151494	20161490	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151495	20161491	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151496	20161492	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151497	20161493	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151498	20161494	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151499	20161495	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151500	20161496	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151501	20161497	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151502	20161498	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151503	20161499	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151504	20161500	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151505	20161501	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151506	20161502	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151507	20161503	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151508	20161506	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151509	20161507	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151510	20161508	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151511	20161509	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151512	20161510	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151513	20161511	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151514	20161512	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151515	20161513	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151516	20161514	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151517	20161515	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151519	20161516	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151521	20161517	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151522	20161518	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151523	20161519	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151524	20161520	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151525	20161521	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151526	20161522	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151527	20161523	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151528	20161524	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151529	20161525	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151530	20161526	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151531	20161527	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151532	20161528	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151533	20161529	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151534	20161530	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151535	20161531	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151537	20161532	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151538	20161533	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151539	20161534	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151540	20161535	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151541	20161536	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151542	20161537	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151543	20161538	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151544	20161539	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151545	20161541	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151546	20161540	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151547	20161542	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151548	20161543	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151550	20161545	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151551	20161504	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151552	20161505	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151553	20161546	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151555	20161614	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151556	20161615	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151557	20161616	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151558	20161548	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151559	20161549	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151560	20161550	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151561	20161551	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151562	20161552	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151563	20161553	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151564	20161554	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151565	20161555	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151566	20161556	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151567	20161557	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151568	20161558	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151569	20161559	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151570	20161560	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151572	20161561	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151574	20161563	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151575	20161564	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151576	20161565	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151577	20161566	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151578	20161567	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151580	20161568	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151581	20161569	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151582	20161570	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151584	20161571	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151585	20161572	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151587	20161573	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151588	20161574	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151589	20161575	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151592	20161576	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151593	20161577	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151594	20161578	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151595	20161579	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151596	20161580	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151597	20161581	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151598	20161582	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151599	20161583	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151600	20161584	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151601	20161586	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151602	20161587	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151603	20161588	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151604	20161589	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151605	20161590	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151606	20161591	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151607	20161592	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151608	20161593	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151609	20161594	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151610	20161595	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151611	20161620	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151612	20161621	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151613	20161596	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151614	20161597	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151615	20161598	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151616	20161599	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151617	20161600	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151618	20161601	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151619	20161602	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151620	20161629	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151621	20161630	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151622	20161631	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151623	20161632	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151624	20161633	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151625	20161634	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151626	20161635	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151627	20161636	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151628	20161637	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151629	20161638	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151630	20161639	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151632	20161604	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151634	20161610	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151635	20161611	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151636	20161605	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151637	20161606	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151638	20161623	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151639	20161624	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151640	20161625	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151641	20161612	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151642	20161640	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151643	20161641	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151644	20161642	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151645	20161643	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151646	20161644	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151647	20161645	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151648	20161646	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151649	20161647	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151650	20161648	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151651	20161649	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151652	20161626	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151653	20161627	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151654	20161628	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151655	20161613	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151656	20161617	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151657	20161618	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151658	20161619	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151659	20161547	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151660	20161562	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151661	20161585	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151662	20161603	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151663	20161607	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151664	20161608	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151665	20161622	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151666	20161652	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151668	20161654	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151669	20161655	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151670	20161656	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151673	20161698	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151674	20161699	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151676	20161658	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151677	20161659	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151678	20161660	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151679	20161661	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151680	20161662	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151681	20161663	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151682	20161664	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151683	20161665	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151684	20161666	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151685	20161667	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151686	20161668	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151687	20161669	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151688	20161670	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151689	20161671	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151690	20161672	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151691	20161673	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151692	20161674	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151693	20161675	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151694	20161676	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151695	20161677	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151696	20161678	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151697	20161679	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151698	20161680	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151699	20161681	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151700	20161682	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151701	20161683	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151702	20161684	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151703	20161685	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151704	20161686	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151705	20161687	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151706	20161688	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151707	20161689	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151708	20161690	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151709	20161691	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151710	20161692	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151711	20161693	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151712	20161694	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151713	20161695	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151715	20161701	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151717	20161703	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151718	20161704	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151719	20161705	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151720	20161706	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151721	20161707	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151722	20161708	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151723	20161709	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151724	20161711	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151725	20161712	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151726	20161713	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151727	20161714	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151728	20161715	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151729	20161716	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151730	20161717	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151731	20161719	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151732	20161710	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151733	20161718	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151734	20161720	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151735	20161721	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151736	20161722	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151737	20161723	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151738	20161724	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151739	20161725	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151740	20161726	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151741	20161727	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151742	20161728	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151743	20161729	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151744	20161730	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151745	20161731	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151746	20161732	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151747	20161733	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151748	20161734	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151749	20161735	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151750	20161736	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151751	20161737	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151752	20161738	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151753	20161739	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151754	20161740	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151755	20161741	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151756	20161742	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151757	20161743	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151758	20161744	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151759	20161745	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151760	20161746	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151761	20161747	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151762	20161748	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151763	20161751	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151764	20161749	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151765	20161750	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151766	20161752	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151767	20161753	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151768	20161754	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151769	20161755	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151770	20161756	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151771	20161757	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151772	20161758	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151774	20161760	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151775	20161761	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151776	20161762	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151777	20161763	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151778	20161764	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151779	20161765	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151780	20161766	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151781	20161767	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151782	20161768	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151783	20161769	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151784	20161770	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151785	20161771	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151786	20161772	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151788	20161774	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151789	20161775	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151790	20161776	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151792	20161778	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151793	20161779	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151794	20161780	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151795	20161781	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151796	20161782	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151797	20161783	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151799	20161785	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151800	20161786	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151801	20161787	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151803	20161789	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151804	20161790	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151805	20161791	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151806	20161792	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151807	20161793	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151808	20161794	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151809	20161795	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151810	20161796	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151811	20161797	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151812	20161798	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151813	20161799	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151814	20161800	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151815	20161801	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151816	20161802	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151817	20161803	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151818	20161804	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151819	20161805	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151820	20161806	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151821	20161807	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151822	20161808	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151823	20161809	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151824	20161810	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151825	20161811	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151826	20161812	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151827	20161813	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151828	20161814	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151829	20161815	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151830	20161816	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151831	20161817	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151832	20161818	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151833	20161819	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151834	20161820	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151835	20161821	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151836	20161822	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151837	20161823	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151838	20161824	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151839	20161825	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151840	20161826	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151841	20161827	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151842	20161828	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151843	20161829	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151844	20161830	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151845	20161831	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151846	20161832	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151847	20161833	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151848	20161834	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151849	20161835	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151850	20161836	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151851	20161837	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151852	20161838	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151853	20161839	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151854	20161840	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151855	20161841	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151856	20161842	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151857	20161843	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151858	20161844	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151859	20161845	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151860	20161846	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151861	20161847	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151862	20161848	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151863	20161849	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151864	20161850	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151865	20161851	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151866	20161852	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151867	20161853	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151868	20161854	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151869	20161857	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151870	20161858	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151871	20161859	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151872	20161860	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151873	20161861	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151874	20161862	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151875	20161863	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151876	20161864	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151877	20161865	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151878	20161866	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151879	20161867	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151880	20161868	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151881	20161869	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151883	20161871	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151884	20161872	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151885	20161873	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151886	20161874	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151887	20161875	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151888	20161876	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151889	20161877	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151890	20161879	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151891	20161880	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151892	20161881	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151893	20161882	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151894	20161883	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151895	20161884	\N	\N	0	0	0	0	0	0	0	0	0	0	31
20151896	20161885	\N	\N	0	0	0	0	0	0	0	0	0	0	31
